year,team,Opponent,Date,goles_local,goles_visitante,qatar
2021,Liechtenstein,Germany,2021-09-02,0,2,FALSE
2021,IR Iran,Syria,2021-09-02,1,0,FALSE
2021,Japan,Oman,2021-09-02,0,1,FALSE
2021,Korea Republic,Iraq,2021-09-02,0,0,FALSE
2021,Mexico,Jamaica,2021-09-02,2,1,FALSE
2021,Morocco,Sudan,2021-09-02,2,0,FALSE
2021,Australia,China PR,2021-09-02,3,0,FALSE
2021,Poland,Albania,2021-09-02,4,1,FALSE
2021,Saudi Arabia,Vietnam,2021-09-02,3,1,FALSE
2021,Sweden,Spain,2021-09-02,2,1,FALSE
2021,Estonia,Belgium,2021-09-02,2,5,FALSE
2021,El Salvador,United States,2021-09-02,0,0,FALSE
2021,Peru,Uruguay,2021-09-02,1,1,FALSE
2021,Chile,Brazil,2021-09-02,0,1,FALSE
2021,Canada,Honduras,2021-09-02,1,1,FALSE
2021,Panama,Costa Rica,2021-09-02,0,0,FALSE
2021,France,Bosnia & Herz'na,2021-09-01,1,1,FALSE
2021,Norway,Netherlands,2021-09-01,1,1,FALSE
2021,Portugal,Rep. of Ireland,2021-09-01,2,1,FALSE
2021,Qatar,Serbia,2021-09-01,0,4,FALSE
2021,Senegal,Togo,2021-09-01,2,0,FALSE
2021,Switzerland,Greece,2021-09-01,2,1,FALSE
2021,Finland,Wales,2021-09-01,0,0,FALSE
2021,Russia,Croatia,2021-09-01,0,0,FALSE
2021,Denmark,Scotland,2021-09-01,2,0,FALSE
2021,El Salvador,Costa Rica,2021-08-21,0,0,FALSE
2021,United States,Mexico,2021-08-01,1,0,FALSE
2021,Qatar,United States,2021-07-29,0,1,FALSE
2021,Mexico,Canada,2021-07-29,2,1,FALSE
2021,United States,Jamaica,2021-07-25,1,0,FALSE
2021,Costa Rica,Canada,2021-07-25,0,2,FALSE
2021,Mexico,Honduras,2021-07-24,3,0,FALSE
2021,Qatar,El Salvador,2021-07-24,3,2,FALSE
2021,Honduras,Qatar,2021-07-20,0,2,FALSE
2021,Costa Rica,Jamaica,2021-07-20,1,0,FALSE
2021,Mexico,El Salvador,2021-07-18,1,0,FALSE
2021,United States,Canada,2021-07-18,1,0,FALSE
2021,Grenada,Qatar,2021-07-17,0,4,FALSE
2021,Suriname,Costa Rica,2021-07-16,1,2,FALSE
2021,Martinique,United States,2021-07-15,1,6,FALSE
2021,Haiti,Canada,2021-07-15,1,4,FALSE
2021,Guatemala,Mexico,2021-07-14,0,3,FALSE
2021,Qatar,Panama,2021-07-13,3,3,FALSE
2021,Costa Rica,Guadeloupe,2021-07-12,3,1,FALSE
2021,England,Italy,2021-07-11,1,1,FALSE
2021,United States,Haiti,2021-07-11,1,0,FALSE
2021,Canada,Martinique,2021-07-11,4,1,FALSE
2021,Argentina,Brazil,2021-07-10,1,0,FALSE
2021,Mexico,Trin & Tobago,2021-07-10,0,0,FALSE
2021,England,Denmark,2021-07-07,2,1,FALSE
2021,Argentina,Colombia,2021-07-06,1,1,FALSE
2021,Italy,Spain,2021-07-06,1,1,FALSE
2021,Brazil,Peru,2021-07-05,1,0,FALSE
2021,Qatar,El Salvador,2021-07-04,1,0,FALSE
2021,Ecuador,Argentina,2021-07-03,0,3,FALSE
2021,Ukraine,England,2021-07-03,0,4,FALSE
2021,Mexico,Nigeria,2021-07-03,4,0,FALSE
2021,Uruguay,Colombia,2021-07-03,0,0,FALSE
2021,Czech Republic,Denmark,2021-07-03,1,2,FALSE
2021,Switzerland,Spain,2021-07-02,1,1,FALSE
2021,Belgium,Italy,2021-07-02,1,2,FALSE
2021,Brazil,Chile,2021-07-02,1,0,FALSE
2021,Mexico,Panama,2021-06-30,3,0,FALSE
2021,England,Germany,2021-06-29,2,0,FALSE
2021,Argentina,Bolivia,2021-06-28,4,1,FALSE
2021,France,Switzerland,2021-06-28,3,3,FALSE
2021,Uruguay,Paraguay,2021-06-28,1,0,FALSE
2021,Spain,Croatia,2021-06-28,5,3,FALSE
2021,Netherlands,Czech Republic,2021-06-27,0,2,FALSE
2021,Belgium,Portugal,2021-06-27,1,0,FALSE
2021,Ecuador,Brazil,2021-06-27,1,1,FALSE
2021,Wales,Denmark,2021-06-26,0,4,FALSE
2021,Uruguay,Bolivia,2021-06-24,2,0,FALSE
2021,Ecuador,Peru,2021-06-23,2,2,FALSE
2021,France,Portugal,2021-06-23,2,2,FALSE
2021,Germany,Hungary,2021-06-23,2,2,FALSE
2021,Poland,Sweden,2021-06-23,2,3,FALSE
2021,Spain,Slovakia,2021-06-23,5,0,FALSE
2021,Brazil,Colombia,2021-06-23,2,1,FALSE
2021,England,Czech Republic,2021-06-22,1,0,FALSE
2021,Croatia,Scotland,2021-06-22,3,1,FALSE
2021,Argentina,Paraguay,2021-06-21,1,0,FALSE
2021,Netherlands,N. Macedonia,2021-06-21,3,0,FALSE
2021,Belgium,Finland,2021-06-21,2,0,FALSE
2021,Uruguay,Chile,2021-06-21,1,1,FALSE
2021,Denmark,Russia,2021-06-21,4,1,FALSE
2021,Ecuador,Venezuela,2021-06-20,2,2,FALSE
2021,Switzerland,Turkey,2021-06-20,3,1,FALSE
2021,Wales,Italy,2021-06-20,0,1,FALSE
2021,France,Hungary,2021-06-19,1,1,FALSE
2021,Germany,Portugal,2021-06-19,4,2,FALSE
2021,Poland,Spain,2021-06-19,1,1,FALSE
2021,Argentina,Uruguay,2021-06-18,1,0,FALSE
2021,England,Scotland,2021-06-18,0,0,FALSE
2021,Croatia,Czech Republic,2021-06-18,1,1,FALSE
2021,Netherlands,Austria,2021-06-17,2,0,FALSE
2021,Denmark,Belgium,2021-06-17,1,2,FALSE
2021,Brazil,Peru,2021-06-17,4,0,FALSE
2021,Switzerland,Italy,2021-06-16,0,3,FALSE
2021,Wales,Turkey,2021-06-16,2,0,FALSE
2021,France,Germany,2021-06-15,1,0,FALSE
2021,IR Iran,Iraq,2021-06-15,1,0,FALSE
2021,Japan,Kyrgyz Republic,2021-06-15,5,1,FALSE
2021,Australia,Jordan,2021-06-15,1,0,FALSE
2021,Portugal,Hungary,2021-06-15,3,0,FALSE
2021,Saudi Arabia,Uzbekistan,2021-06-15,3,0,FALSE
2021,Tunisia,Mali,2021-06-15,1,0,FALSE
2021,Canada,Haiti,2021-06-15,3,0,FALSE
2021,Argentina,Chile,2021-06-14,1,1,FALSE
2021,Poland,Slovakia,2021-06-14,1,2,FALSE
2021,Spain,Sweden,2021-06-14,0,0,FALSE
2021,Ecuador,Colombia,2021-06-13,0,1,FALSE
2021,Korea Republic,Lebanon,2021-06-13,2,1,FALSE
2021,Netherlands,Ukraine,2021-06-13,3,2,FALSE
2021,Brazil,Venezuela,2021-06-13,3,0,FALSE
2021,England,Croatia,2021-06-13,1,0,FALSE
2021,Ghana,C̫te d'Ivoire,2021-06-12,0,0,FALSE
2021,Mexico,Honduras,2021-06-12,0,0,FALSE
2021,Morocco,Burkina Faso,2021-06-12,1,0,FALSE
2021,Wales,Switzerland,2021-06-12,1,1,FALSE
2021,Belgium,Russia,2021-06-12,3,0,FALSE
2021,Haiti,Canada,2021-06-12,0,1,FALSE
2021,Denmark,Finland,2021-06-12,0,1,FALSE
2021,Cambodia,IR Iran,2021-06-11,0,10,FALSE
2021,Japan,Serbia,2021-06-11,1,0,FALSE
2021,Nepal,Australia,2021-06-11,0,3,FALSE
2021,Singapore,Saudi Arabia,2021-06-11,0,3,FALSE
2021,Tunisia,Algeria,2021-06-11,0,2,FALSE
2021,Sri Lanka,Korea Republic,2021-06-09,0,5,FALSE
2021,Portugal,Israel,2021-06-09,4,0,FALSE
2021,United States,Costa Rica,2021-06-09,4,0,FALSE
2021,Colombia,Argentina,2021-06-08,2,2,FALSE
2021,Ecuador,Peru,2021-06-08,1,2,FALSE
2021,France,Bulgaria,2021-06-08,3,0,FALSE
2021,Morocco,Ghana,2021-06-08,1,0,FALSE
2021,Poland,Iceland,2021-06-08,2,2,FALSE
2021,Senegal,Cape Verde,2021-06-08,2,0,FALSE
2021,Spain,Lithuania,2021-06-08,4,0,FALSE
2021,Venezuela,Uruguay,2021-06-08,0,0,FALSE
2021,Paraguay,Brazil,2021-06-08,0,2,FALSE
2021,Cameroon,Nigeria,2021-06-08,0,0,FALSE
2021,Canada,Suriname,2021-06-08,4,0,FALSE
2021,Germany,Latvia,2021-06-07,7,1,FALSE
2021,IR Iran,Bahrain,2021-06-07,3,0,FALSE
2021,Japan,Tajikistan,2021-06-07,4,1,FALSE
2021,Korea Republic,Korea DPR,2021-06-07,,,FALSE
2021,Australia,Chinese Taipei,2021-06-07,5,1,FALSE
2021,Oman,Qatar,2021-06-07,0,1,FALSE
2021,Serbia,Jamaica,2021-06-07,1,1,FALSE
2021,England,Romania,2021-06-06,1,0,FALSE
2021,Netherlands,Georgia,2021-06-06,3,0,FALSE
2021,Belgium,Croatia,2021-06-06,1,0,FALSE
2021,Denmark,Bosnia & Herz'na,2021-06-06,2,0,FALSE
2021,Korea Republic,Turkmenistan,2021-06-05,5,0,FALSE
2021,Saudi Arabia,Yemen,2021-06-05,3,0,FALSE
2021,Senegal,Zambia,2021-06-05,3,1,FALSE
2021,Tunisia,Congo DR,2021-06-05,1,0,FALSE
2021,Wales,Albania,2021-06-05,0,0,FALSE
2021,Aruba,Canada,2021-06-05,0,7,FALSE
2021,Spain,Portugal,2021-06-04,0,0,FALSE
2021,Brazil,Ecuador,2021-06-04,2,0,FALSE
2021,Nigeria,Cameroon,2021-06-04,0,1,FALSE
2021,Argentina,Chile,2021-06-03,1,1,FALSE
2021,IR Iran,Hong Kong,2021-06-03,3,1,FALSE
2021,Australia,Kuwait,2021-06-03,3,0,FALSE
2021,India,Qatar,2021-06-03,0,1,FALSE
2021,Switzerland,Liechtenstein,2021-06-03,7,0,FALSE
2021,Belgium,Greece,2021-06-03,1,1,FALSE
2021,Uruguay,Paraguay,2021-06-03,0,0,FALSE
2021,England,Austria,2021-06-02,1,0,FALSE
2021,France,Wales,2021-06-02,3,0,FALSE
2021,Netherlands,Scotland,2021-06-02,2,2,FALSE
2021,Germany,Denmark,2021-06-02,1,1,FALSE
2021,Poland,Russia,2021-06-01,1,1,FALSE
2021,Croatia,Armenia,2021-06-01,1,1,FALSE
2021,Switzerland,United States,2021-05-30,2,1,FALSE
2021,Mexico,Iceland,2021-05-29,2,1,FALSE
2021,Japan,Myanmar,2021-05-28,10,0,FALSE
2021,England,Poland,2021-03-31,2,1,FALSE
2021,Bosnia & Herz'na,France,2021-03-31,0,1,FALSE
2021,Germany,N. Macedonia,2021-03-31,1,2,FALSE
2021,Spain,Kosovo,2021-03-31,3,1,FALSE
2021,Switzerland,Finland,2021-03-31,3,2,FALSE
2021,Austria,Denmark,2021-03-31,0,4,FALSE
2021,IR Iran,Syria,2021-03-30,3,0,FALSE
2021,Mongolia,Japan,2021-03-30,0,14,FALSE
2021,Morocco,Burundi,2021-03-30,1,0,FALSE
2021,Gibraltar,Netherlands,2021-03-30,0,7,FALSE
2021,Luxembourg,Portugal,2021-03-30,1,3,FALSE
2021,Qatar,Rep. of Ireland,2021-03-30,1,1,FALSE
2021,Saudi Arabia,Palestine,2021-03-30,5,0,FALSE
2021,Senegal,Eswatini,2021-03-30,1,1,FALSE
2021,Azerbaijan,Serbia,2021-03-30,1,2,FALSE
2021,Belgium,Belarus,2021-03-30,8,0,FALSE
2021,Wales,Czech Republic,2021-03-30,1,0,FALSE
2021,Cameroon,Rwanda,2021-03-30,0,0,FALSE
2021,Mexico,Costa Rica,2021-03-30,1,0,FALSE
2021,Croatia,Malta,2021-03-30,3,0,FALSE
2021,Ecuador,Bolivia,2021-03-29,2,1,FALSE
2021,Cayman Islands,Canada,2021-03-29,0,11,FALSE
2021,Albania,England,2021-03-28,0,2,FALSE
2021,Kazakhstan,France,2021-03-28,0,2,FALSE
2021,Romania,Germany,2021-03-28,0,1,FALSE
2021,Ghana,Ṣo Tom̩,2021-03-28,3,1,FALSE
2021,Poland,Andorra,2021-03-28,3,0,FALSE
2021,Georgia,Spain,2021-03-28,1,2,FALSE
2021,Switzerland,Lithuania,2021-03-28,1,0,FALSE
2021,Tunisia,Equ. Guinea,2021-03-28,2,1,FALSE
2021,Northern Ireland,United States,2021-03-28,1,2,FALSE
2021,Denmark,Moldova,2021-03-28,8,0,FALSE
2021,Wales,Mexico,2021-03-27,1,0,FALSE
2021,Netherlands,Latvia,2021-03-27,2,0,FALSE
2021,Serbia,Portugal,2021-03-27,2,2,FALSE
2021,Qatar,Azerbaijan,2021-03-27,2,1,FALSE
2021,Czech Republic,Belgium,2021-03-27,1,1,FALSE
2021,Bosnia & Herz'na,Costa Rica,2021-03-27,0,0,FALSE
2021,Croatia,Cyprus,2021-03-27,1,0,FALSE
2021,Mauritania,Morocco,2021-03-26,0,0,FALSE
2021,Congo,Senegal,2021-03-26,0,0,FALSE
2021,Cape Verde,Cameroon,2021-03-26,3,1,FALSE
2021,England,San Marino,2021-03-25,5,0,FALSE
2021,Germany,Iceland,2021-03-25,3,0,FALSE
2021,South Africa,Ghana,2021-03-25,1,1,FALSE
2021,Japan,Korea Republic,2021-03-25,3,0,FALSE
2021,Hungary,Poland,2021-03-25,3,3,FALSE
2021,Saudi Arabia,Kuwait,2021-03-25,1,0,FALSE
2021,Spain,Greece,2021-03-25,1,1,FALSE
2021,Bulgaria,Switzerland,2021-03-25,1,3,FALSE
2021,Libya,Tunisia,2021-03-25,2,5,FALSE
2021,United States,Jamaica,2021-03-25,4,1,FALSE
2021,Canada,Bermuda,2021-03-25,5,1,FALSE
2021,Israel,Denmark,2021-03-25,0,2,FALSE
2021,France,Ukraine,2021-03-24,1,1,FALSE
2021,Turkey,Netherlands,2021-03-24,4,2,FALSE
2021,Portugal,Azerbaijan,2021-03-24,1,0,FALSE
2021,Qatar,Luxembourg,2021-03-24,1,0,FALSE
2021,Serbia,Rep. of Ireland,2021-03-24,3,2,FALSE
2021,Belgium,Wales,2021-03-24,3,1,FALSE
2021,Slovenia,Croatia,2021-03-24,1,0,FALSE
2021,United States,Trin & Tobago,2021-01-31,7,0,FALSE
2021,Panama,Serbia,2021-01-28,0,0,FALSE
2021,Dominican Rep.,Serbia,2021-01-25,0,0,FALSE
2020,United States,El Salvador,2020-12-09,6,0,FALSE
2020,Qatar,Bangladesh,2020-12-04,5,0,FALSE
2020,England,Iceland,2020-11-18,4,0,FALSE
2020,Poland,Netherlands,2020-11-18,1,2,FALSE
2020,Belgium,Denmark,2020-11-18,4,2,FALSE
2020,Wales,Finland,2020-11-18,3,1,FALSE
2020,Peru,Argentina,2020-11-17,0,2,FALSE
2020,Ecuador,Colombia,2020-11-17,6,1,FALSE
2020,France,Sweden,2020-11-17,4,2,FALSE
2020,Spain,Germany,2020-11-17,6,0,FALSE
2020,Sudan,Ghana,2020-11-17,1,0,FALSE
2020,Mexico,Japan,2020-11-17,2,0,FALSE
2020,Korea Republic,Qatar,2020-11-17,2,1,FALSE
2020,CAR,Morocco,2020-11-17,0,2,FALSE
2020,Saudi Arabia,Jamaica,2020-11-17,1,2,FALSE
2020,Switzerland,Ukraine,2020-11-17,3,0,FALSE
2020,Tanzania,Tunisia,2020-11-17,1,1,FALSE
2020,Uruguay,Brazil,2020-11-17,0,2,FALSE
2020,Croatia,Portugal,2020-11-17,2,3,FALSE
2020,United States,Panama,2020-11-16,6,2,FALSE
2020,Mozambique,Cameroon,2020-11-16,0,2,FALSE
2020,Netherlands,Bosnia & Herz'na,2020-11-15,3,1,FALSE
2020,Italy,Poland,2020-11-15,2,0,FALSE
2020,Guinea-Bissau,Senegal,2020-11-15,0,1,FALSE
2020,Belgium,England,2020-11-15,2,0,FALSE
2020,Wales,Rep. of Ireland,2020-11-15,1,0,FALSE
2020,Denmark,Iceland,2020-11-15,2,1,FALSE
2020,Portugal,France,2020-11-14,0,1,FALSE
2020,Germany,Ukraine,2020-11-14,3,1,FALSE
2020,Mexico,Korea Republic,2020-11-14,3,2,FALSE
2020,Saudi Arabia,Jamaica,2020-11-14,3,0,FALSE
2020,Switzerland,Spain,2020-11-14,1,1,FALSE
2020,Sweden,Croatia,2020-11-14,2,1,FALSE
2020,Japan,Panama,2020-11-13,1,0,FALSE
2020,Morocco,CAR,2020-11-13,4,1,FALSE
2020,Tunisia,Tanzania,2020-11-13,1,0,FALSE
2020,Colombia,Uruguay,2020-11-13,0,3,FALSE
2020,Brazil,Venezuela,2020-11-13,1,0,FALSE
2020,Qatar,Costa Rica,2020-11-13,1,1,FALSE
2020,Argentina,Paraguay,2020-11-12,1,1,FALSE
2020,Bolivia,Ecuador,2020-11-12,2,3,FALSE
2020,England,Rep. of Ireland,2020-11-12,3,0,FALSE
2020,Ghana,Sudan,2020-11-12,2,0,FALSE
2020,Bosnia & Herz'na,IR Iran,2020-11-12,0,2,FALSE
2020,Serbia,Scotland,2020-11-12,1,1,FALSE
2020,Wales,United States,2020-11-12,0,0,FALSE
2020,Cameroon,Mozambique,2020-11-12,4,1,FALSE
2020,France,Finland,2020-11-11,0,2,FALSE
2020,Germany,Czech Republic,2020-11-11,1,0,FALSE
2020,Netherlands,Spain,2020-11-11,1,1,FALSE
2020,Poland,Ukraine,2020-11-11,2,0,FALSE
2020,Portugal,Andorra,2020-11-11,7,0,FALSE
2020,Senegal,Guinea-Bissau,2020-11-11,2,0,FALSE
2020,Belgium,Switzerland,2020-11-11,2,1,FALSE
2020,Turkey,Croatia,2020-11-11,3,3,FALSE
2020,Denmark,Sweden,2020-11-11,2,0,FALSE
2020,Italy,Netherlands,2020-10-14,1,1,FALSE
2020,Poland,Bosnia & Herz'na,2020-10-14,3,0,FALSE
2020,Portugal,Sweden,2020-10-14,3,0,FALSE
2020,Iceland,Belgium,2020-10-14,1,2,FALSE
2020,Bulgaria,Wales,2020-10-14,0,1,FALSE
2020,Croatia,France,2020-10-14,1,2,FALSE
2020,England,Denmark,2020-10-14,0,1,FALSE
2020,Bolivia,Argentina,2020-10-13,1,2,FALSE
2020,Ecuador,Uruguay,2020-10-13,4,2,FALSE
2020,Germany,Switzerland,2020-10-13,3,3,FALSE
2020,Japan,C̫te d'Ivoire,2020-10-13,1,0,FALSE
2020,Mexico,Algeria,2020-10-13,2,2,FALSE
2020,Morocco,Congo DR,2020-10-13,1,1,FALSE
2020,Ukraine,Spain,2020-10-13,1,0,FALSE
2020,Nigeria,Tunisia,2020-10-13,1,1,FALSE
2020,Peru,Brazil,2020-10-13,2,4,FALSE
2020,Costa Rica,Panama,2020-10-13,0,1,FALSE
2020,Qatar,Ghana,2020-10-12,1,5,FALSE
2020,France,Portugal,2020-10-11,0,0,FALSE
2020,Bosnia & Herz'na,Netherlands,2020-10-11,0,0,FALSE
2020,Poland,Italy,2020-10-11,0,0,FALSE
2020,England,Belgium,2020-10-11,2,1,FALSE
2020,Rep. of Ireland,Wales,2020-10-11,0,0,FALSE
2020,Croatia,Sweden,2020-10-11,2,1,FALSE
2020,Iceland,Denmark,2020-10-11,0,3,FALSE
2020,Ukraine,Germany,2020-10-10,1,2,FALSE
2020,Spain,Switzerland,2020-10-10,1,0,FALSE
2020,Costa Rica,Panama,2020-10-10,0,1,FALSE
2020,Ghana,Mali,2020-10-09,0,3,FALSE
2020,Morocco,Senegal,2020-10-09,3,1,FALSE
2020,Tunisia,Sudan,2020-10-09,3,0,FALSE
2020,Brazil,Bolivia,2020-10-09,5,0,FALSE
2020,Japan,Cameroon,2020-10-09,0,0,FALSE
2020,Argentina,Ecuador,2020-10-08,1,0,FALSE
2020,England,Wales,2020-10-08,3,0,FALSE
2020,Uzbekistan,IR Iran,2020-10-08,1,2,FALSE
2020,Norway,Serbia,2020-10-08,1,2,FALSE
2020,Belgium,C̫te d'Ivoire,2020-10-08,1,1,FALSE
2020,Uruguay,Chile,2020-10-08,2,1,FALSE
2020,France,Ukraine,2020-10-07,7,1,FALSE
2020,Germany,Turkey,2020-10-07,3,3,FALSE
2020,Netherlands,Mexico,2020-10-07,0,1,FALSE
2020,Poland,Finland,2020-10-07,5,1,FALSE
2020,Portugal,Spain,2020-10-07,0,0,FALSE
2020,Switzerland,Croatia,2020-10-07,1,2,FALSE
2020,Denmark,Faroe Islands,2020-10-07,4,0,FALSE
2020,Mexico,Guatemala,2020-09-30,3,0,FALSE
2020,Sweden,Portugal,2020-09-08,0,2,FALSE
2020,Belgium,Iceland,2020-09-08,5,1,FALSE
2020,France,Croatia,2020-09-08,4,2,FALSE
2020,Denmark,England,2020-09-08,0,0,FALSE
2020,Netherlands,Italy,2020-09-07,0,1,FALSE
2020,Bosnia & Herz'na,Poland,2020-09-07,1,2,FALSE
2020,Switzerland,Germany,2020-09-06,1,1,FALSE
2020,Spain,Ukraine,2020-09-06,4,0,FALSE
2020,Wales,Bulgaria,2020-09-06,1,0,FALSE
2020,Iceland,England,2020-09-05,0,1,FALSE
2020,Sweden,France,2020-09-05,0,1,FALSE
2020,Denmark,Belgium,2020-09-05,0,2,FALSE
2020,Portugal,Croatia,2020-09-05,4,1,FALSE
2020,Netherlands,Poland,2020-09-04,1,0,FALSE
2020,Germany,Spain,2020-09-03,1,1,FALSE
2020,Ukraine,Switzerland,2020-09-03,2,1,FALSE
2020,Finland,Wales,2020-09-03,0,1,FALSE
2020,United States,Costa Rica,2020-02-01,1,0,FALSE
2020,Canada,Iceland,2020-01-15,0,1,FALSE
2020,Canada,Barbados,2020-01-10,4,1,FALSE
2020,Canada,Barbados,2020-01-07,4,1,FALSE
2019,Ecuador,Colombia,2019-11-19,0,1,FALSE
2019,Germany,Northern Ireland,2019-11-19,6,1,FALSE
2019,Japan,Venezuela,2019-11-19,1,4,FALSE
2019,Burundi,Morocco,2019-11-19,0,3,FALSE
2019,Netherlands,Estonia,2019-11-19,5,0,FALSE
2019,Poland,Slovenia,2019-11-19,3,2,FALSE
2019,Qatar,Afghanistan,2019-11-19,1,0,FALSE
2019,Saudi Arabia,Paraguay,2019-11-19,0,0,FALSE
2019,Equ. Guinea,Tunisia,2019-11-19,0,1,FALSE
2019,Belgium,Cyprus,2019-11-19,6,1,FALSE
2019,Wales,Hungary,2019-11-19,2,0,FALSE
2019,Brazil,Korea Republic,2019-11-19,3,0,FALSE
2019,Croatia,Georgia,2019-11-19,2,1,FALSE
2019,Argentina,Uruguay,2019-11-18,2,2,FALSE
2019,Ṣo Tom̩,Ghana,2019-11-18,0,1,FALSE
2019,Spain,Romania,2019-11-18,5,0,FALSE
2019,Gibraltar,Switzerland,2019-11-18,1,6,FALSE
2019,Rep. of Ireland,Denmark,2019-11-18,1,1,FALSE
2019,Kosovo,England,2019-11-17,0,4,FALSE
2019,Albania,France,2019-11-17,0,2,FALSE
2019,Luxembourg,Portugal,2019-11-17,0,2,FALSE
2019,Eswatini,Senegal,2019-11-17,1,4,FALSE
2019,Serbia,Ukraine,2019-11-17,2,2,FALSE
2019,Rwanda,Cameroon,2019-11-17,0,1,FALSE
2019,Germany,Belarus,2019-11-16,4,0,FALSE
2019,Northern Ireland,Netherlands,2019-11-16,0,0,FALSE
2019,Israel,Poland,2019-11-16,1,2,FALSE
2019,Russia,Belgium,2019-11-16,1,4,FALSE
2019,Azerbaijan,Wales,2019-11-16,0,2,FALSE
2019,Croatia,Slovakia,2019-11-16,3,1,FALSE
2019,Brazil,Argentina,2019-11-15,0,1,FALSE
2019,Morocco,Mauritania,2019-11-15,0,0,FALSE
2019,Spain,Malta,2019-11-15,7,0,FALSE
2019,Switzerland,Georgia,2019-11-15,1,0,FALSE
2019,Tunisia,Libya,2019-11-15,4,1,FALSE
2019,Hungary,Uruguay,2019-11-15,1,2,FALSE
2019,Denmark,Gibraltar,2019-11-15,6,0,FALSE
2019,Ecuador,Trin & Tobago,2019-11-14,3,0,FALSE
2019,England,Montenegro,2019-11-14,7,0,FALSE
2019,France,Moldova,2019-11-14,2,1,FALSE
2019,Ghana,South Africa,2019-11-14,2,0,FALSE
2019,Iraq,IR Iran,2019-11-14,2,1,FALSE
2019,Kyrgyz Republic,Japan,2019-11-14,0,2,FALSE
2019,Lebanon,Korea Republic,2019-11-14,0,0,FALSE
2019,Jordan,Australia,2019-11-14,0,1,FALSE
2019,Portugal,Lithuania,2019-11-14,6,0,FALSE
2019,Qatar,Singapore,2019-11-14,2,0,FALSE
2019,Uzbekistan,Saudi Arabia,2019-11-14,2,3,FALSE
2019,Serbia,Luxembourg,2019-11-14,3,2,FALSE
2019,Senegal,Congo,2019-11-13,2,0,FALSE
2019,Cameroon,Cape Verde,2019-11-13,0,0,FALSE
2019,Bahrain,IR Iran,2019-10-15,1,0,FALSE
2019,Tajikistan,Japan,2019-10-15,0,3,FALSE
2019,Korea DPR,Korea Republic,2019-10-15,,,FALSE
2019,Morocco,Gabon,2019-10-15,2,3,FALSE
2019,Chinese Taipei,Australia,2019-10-15,1,7,FALSE
2019,Qatar,Oman,2019-10-15,2,1,FALSE
2019,Palestine,Saudi Arabia,2019-10-15,0,0,FALSE
2019,Sweden,Spain,2019-10-15,1,1,FALSE
2019,Switzerland,Rep. of Ireland,2019-10-15,2,0,FALSE
2019,Peru,Uruguay,2019-10-15,1,1,FALSE
2019,Denmark,Luxembourg,2019-10-15,4,0,FALSE
2019,Bulgaria,England,2019-10-14,0,6,FALSE
2019,France,Turkey,2019-10-14,1,1,FALSE
2019,Ukraine,Portugal,2019-10-14,2,1,FALSE
2019,Lithuania,Serbia,2019-10-14,1,2,FALSE
2019,Argentina,Ecuador,2019-10-13,6,1,FALSE
2019,Estonia,Germany,2019-10-13,0,3,FALSE
2019,Belarus,Netherlands,2019-10-13,1,2,FALSE
2019,Poland,N. Macedonia,2019-10-13,2,0,FALSE
2019,Kazakhstan,Belgium,2019-10-13,0,2,FALSE
2019,Brazil,Nigeria,2019-10-13,1,1,FALSE
2019,Wales,Croatia,2019-10-13,1,1,FALSE
2019,Norway,Spain,2019-10-12,1,1,FALSE
2019,Tunisia,Cameroon,2019-10-12,0,0,FALSE
2019,Denmark,Switzerland,2019-10-12,1,0,FALSE
2019,Czech Republic,England,2019-10-11,2,1,FALSE
2019,Iceland,France,2019-10-11,0,1,FALSE
2019,Morocco,Libya,2019-10-11,1,1,FALSE
2019,Portugal,Luxembourg,2019-10-11,3,0,FALSE
2019,Uruguay,Peru,2019-10-11,1,0,FALSE
2019,IR Iran,Cambodia,2019-10-10,14,0,FALSE
2019,Japan,Mongolia,2019-10-10,6,0,FALSE
2019,Korea Republic,Sri Lanka,2019-10-10,8,0,FALSE
2019,Australia,Nepal,2019-10-10,5,0,FALSE
2019,Netherlands,Northern Ireland,2019-10-10,3,1,FALSE
2019,Latvia,Poland,2019-10-10,0,3,FALSE
2019,Bangladesh,Qatar,2019-10-10,0,2,FALSE
2019,Saudi Arabia,Singapore,2019-10-10,3,0,FALSE
2019,Serbia,Paraguay,2019-10-10,1,0,FALSE
2019,Belgium,San Marino,2019-10-10,9,0,FALSE
2019,Slovakia,Wales,2019-10-10,1,1,FALSE
2019,Brazil,Senegal,2019-10-10,1,1,FALSE
2019,Croatia,Hungary,2019-10-10,3,0,FALSE
2019,Germany,Argentina,2019-10-09,2,2,FALSE
2019,Mexico,Trin & Tobago,2019-10-02,2,0,FALSE
2019,Argentina,Mexico,2019-09-10,4,0,FALSE
2019,Ecuador,Bolivia,2019-09-10,3,0,FALSE
2019,England,Kosovo,2019-09-10,5,3,FALSE
2019,France,Andorra,2019-09-10,3,0,FALSE
2019,Hong Kong,IR Iran,2019-09-10,0,2,FALSE
2019,Myanmar,Japan,2019-09-10,0,2,FALSE
2019,Turkmenistan,Korea Republic,2019-09-10,0,2,FALSE
2019,Morocco,Niger,2019-09-10,1,0,FALSE
2019,Kuwait,Australia,2019-09-10,0,3,FALSE
2019,Lithuania,Portugal,2019-09-10,1,5,FALSE
