date,team,rating,as_of
2020-01-07,Barbados,1103,2022-11-23
2018-11-18,Barbados,1133,2022-11-23
2018-10-13,Barbados,1130,2022-11-23
2018-09-30,Barbados,1135,2022-11-23
2018-09-06,Barbados,1134,2022-11-23
2018-08-29,Barbados,1125,2022-11-23
2018-08-26,Barbados,1138,2022-11-23
2018-08-20,Barbados,1136,2022-11-23
2018-08-04,Barbados,1128,2022-11-23
2018-06-03,Barbados,1134,2022-11-23
2018-03-25,Barbados,1136,2022-11-23
2017-10-28,Barbados,1137,2022-11-23
2017-07-06,Barbados,1122,2022-11-23
2017-07-04,Barbados,1091,2022-11-23
2017-07-03,Barbados,1116,2022-11-23
2017-06-30,Barbados,1117,2022-11-23
2017-06-17,Barbados,1139,2022-11-23
2017-05-06,Barbados,1144,2022-11-23
2017-03-26,Barbados,1148,2022-11-23
2017-03-10,Barbados,1132,2022-11-23
2022-11-20,Belarus,1415,2022-11-23
2022-11-17,Belarus,1425,2022-11-23
2022-09-25,Belarus,1414,2022-11-23
2022-09-22,Belarus,1400,2022-11-23
2022-06-13,Belarus,1414,2022-11-23
2022-06-10,Belarus,1450,2022-11-23
2022-06-06,Belarus,1454,2022-11-23
2022-06-03,Belarus,1464,2022-11-23
2022-03-29,Belarus,1474,2022-11-23
2022-03-26,Belarus,1460,2022-11-23
2021-11-16,Belarus,1453,2022-11-23
2021-11-13,Belarus,1444,2022-11-23
2021-10-11,Belarus,1449,2022-11-23
2021-10-08,Belarus,1456,2022-11-23
2021-09-08,Belarus,1483,2022-11-23
2021-09-05,Belarus,1484,2022-11-23
2021-09-02,Belarus,1489,2022-11-23
2021-06-02,Belarus,1492,2022-11-23
2021-03-30,Belarus,1508,2022-11-23
2021-03-27,Belarus,1510,2022-11-23
2021-03-24,Belarus,1497,2022-11-23
2020-11-18,Belarus,1497,2022-11-23
2020-11-15,Belarus,1510,2022-11-23
2020-11-11,Belarus,1498,2022-11-23
2020-10-14,Belarus,1504,2022-11-23
2020-10-11,Belarus,1490,2022-11-23
2020-10-08,Belarus,1493,2022-11-23
2020-09-07,Belarus,1504,2022-11-23
2020-09-04,Belarus,1483,2022-11-23
2020-02-26,Belarus,1520,2022-11-23
2020-02-23,Belarus,1505,2022-11-23
2018-11-18,Belarus,1538,2022-11-23
2018-11-15,Belarus,1536,2022-11-23
2018-10-15,Belarus,1509,2022-11-23
2018-10-12,Belarus,1523,2022-11-23
2018-09-11,Belarus,1515,2022-11-23
2018-09-08,Belarus,1522,2022-11-23
2018-06-09,Belarus,1521,2022-11-23
2018-06-06,Belarus,1529,2022-11-23
2018-03-27,Belarus,1530,2022-11-23
2018-03-23,Belarus,1507,2022-11-23
2017-11-13,Belarus,1497,2022-11-23
2017-11-09,Belarus,1494,2022-11-23
2017-10-10,Belarus,1509,2022-11-23
2017-10-07,Belarus,1510,2022-11-23
2017-09-03,Belarus,1523,2022-11-23
2017-08-31,Belarus,1547,2022-11-23
2017-06-12,Belarus,1579,2022-11-23
2017-06-09,Belarus,1572,2022-11-23
2017-06-01,Belarus,1553,2022-11-23
2017-03-28,Belarus,1555,2022-11-23
2017-03-25,Belarus,1575,2022-11-23
2022-11-18,Belgium,2007,2022-11-23
2022-09-25,Belgium,2025,2022-11-23
2022-09-22,Belgium,2040,2022-11-23
2022-06-14,Belgium,2034,2022-11-23
2022-06-11,Belgium,2020,2022-11-23
2022-06-08,Belgium,2026,2022-11-23
2022-06-03,Belgium,2014,2022-11-23
2022-03-29,Belgium,2069,2022-11-23
2022-03-26,Belgium,2068,2022-11-23
2021-11-16,Belgium,2075,2022-11-23
2021-11-13,Belgium,2083,2022-11-23
2021-10-10,Belgium,2082,2022-11-23
2021-10-07,Belgium,2105,2022-11-23
2021-09-08,Belgium,2136,2022-11-23
2021-09-05,Belgium,2135,2022-11-23
2021-09-02,Belgium,2128,2022-11-23
2021-07-02,Belgium,2126,2022-11-23
2021-06-27,Belgium,2158,2022-11-23
2021-06-21,Belgium,2141,2022-11-23
2021-06-17,Belgium,2135,2022-11-23
2021-06-12,Belgium,2116,2022-11-23
2021-06-06,Belgium,2100,2022-11-23
2021-06-03,Belgium,2098,2022-11-23
2021-03-30,Belgium,2107,2022-11-23
2021-03-27,Belgium,2105,2022-11-23
2021-03-24,Belgium,2117,2022-11-23
2020-11-18,Belgium,2111,2022-11-23
2020-11-15,Belgium,2100,2022-11-23
2020-11-11,Belgium,2087,2022-11-23
2020-10-14,Belgium,2084,2022-11-23
2020-10-11,Belgium,2078,2022-11-23
2020-10-08,Belgium,2100,2022-11-23
2020-09-08,Belgium,2109,2022-11-23
2020-09-05,Belgium,2106,2022-11-23
2018-11-18,Belgium,2035,2022-11-23
2018-11-15,Belgium,2080,2022-11-23
2018-10-16,Belgium,2077,2022-11-23
2018-10-12,Belgium,2083,2022-11-23
2018-09-11,Belgium,2077,2022-11-23
2018-09-07,Belgium,2065,2022-11-23
2018-07-14,Belgium,2058,2022-11-23
2018-07-10,Belgium,2022,2022-11-23
2018-07-06,Belgium,2051,2022-11-23
2018-07-02,Belgium,2009,2022-11-23
2018-06-28,Belgium,2000,2022-11-23
2018-06-23,Belgium,1970,2022-11-23
2018-06-18,Belgium,1955,2022-11-23
2018-06-11,Belgium,1938,2022-11-23
2018-06-06,Belgium,1932,2022-11-23
2018-06-02,Belgium,1928,2022-11-23
2018-03-27,Belgium,1930,2022-11-23
2017-11-14,Belgium,1928,2022-11-23
2017-11-10,Belgium,1925,2022-11-23
2017-10-10,Belgium,1930,2022-11-23
2017-10-07,Belgium,1928,2022-11-23
2017-09-03,Belgium,1913,2022-11-23
2017-08-31,Belgium,1900,2022-11-23
2017-06-09,Belgium,1899,2022-11-23
2017-06-05,Belgium,1891,2022-11-23
2017-03-28,Belgium,1888,2022-11-23
2017-03-25,Belgium,1891,2022-11-23
2022-06-14,Belize,1077,2022-11-23
2022-06-09,Belize,1082,2022-11-23
2022-06-05,Belize,1073,2022-11-23
2022-06-02,Belize,1076,2022-11-23
2022-03-27,Belize,1109,2022-11-23
2022-02-01,Belize,1124,2022-11-23
2022-01-29,Belize,1118,2022-11-23
2021-06-04,Belize,1127,2022-11-23
2021-03-30,Belize,1146,2022-11-23
2021-03-25,Belize,1136,2022-11-23
2018-11-16,Belize,1156,2022-11-23
2018-10-14,Belize,1148,2022-11-23
2018-09-07,Belize,1185,2022-11-23
2018-08-04,Belize,1177,2022-11-23
2018-06-03,Belize,1171,2022-11-23
2018-03-22,Belize,1169,2022-11-23
2017-01-22,Belize,1160,2022-11-23
2017-01-20,Belize,1163,2022-11-23
2017-01-17,Belize,1186,2022-11-23
2017-01-15,Belize,1200,2022-11-23
2017-01-13,Belize,1202,2022-11-23
2022-09-27,Benin,1392,2022-11-23
2022-09-24,Benin,1412,2022-11-23
2022-06-08,Benin,1424,2022-11-23
2022-06-04,Benin,1457,2022-11-23
2022-03-29,Benin,1464,2022-11-23
2022-03-27,Benin,1467,2022-11-23
2022-03-24,Benin,1458,2022-11-23
2021-11-14,Benin,1444,2022-11-23
2021-11-11,Benin,1463,2022-11-23
2021-10-10,Benin,1449,2022-11-23
2021-10-07,Benin,1482,2022-11-23
2021-09-06,Benin,1463,2022-11-23
2021-09-02,Benin,1469,2022-11-23
2021-08-19,Benin,1448,2022-11-23
2021-06-15,Benin,1435,2022-11-23
2021-06-08,Benin,1463,2022-11-23
2021-03-27,Benin,1465,2022-11-23
2020-11-17,Benin,1480,2022-11-23
2020-11-14,Benin,1485,2022-11-23
2020-10-11,Benin,1478,2022-11-23
2018-11-17,Benin,1390,2022-11-23
2018-10-16,Benin,1424,2022-11-23
2018-10-12,Benin,1403,2022-11-23
2018-09-09,Benin,1419,2022-11-23
2017-11-12,Benin,1415,2022-11-23
2017-11-08,Benin,1420,2022-11-23
2017-10-10,Benin,1418,2022-11-23
2017-09-03,Benin,1407,2022-11-23
2017-06-11,Benin,1396,2022-11-23
2017-03-24,Benin,1386,2022-11-23
2022-06-11,Bermuda,1205,2022-11-23
2022-06-07,Bermuda,1239,2022-11-23
2022-06-04,Bermuda,1257,2022-11-23
2021-07-06,Bermuda,1248,2022-11-23
2021-07-02,Bermuda,1260,2022-11-23
2021-06-28,Bermuda,1230,2022-11-23
2021-06-08,Bermuda,1243,2022-11-23
2021-06-04,Bermuda,1259,2022-11-23
2021-03-30,Bermuda,1285,2022-11-23
2021-03-25,Bermuda,1281,2022-11-23
2021-03-07,Bermuda,1292,2022-11-23
2021-03-05,Bermuda,1300,2022-11-23
2020-03-11,Bermuda,1297,2022-11-23
2018-11-16,Bermuda,1183,2022-11-23
2018-10-12,Bermuda,1152,2022-11-23
2018-09-09,Bermuda,1142,2022-11-23
2018-03-25,Bermuda,1192,2022-11-23
2018-03-21,Bermuda,1191,2022-11-23
2017-10-28,Bermuda,1198,2022-11-23
2017-06-10,Bermuda,1213,2022-11-23
2017-06-08,Bermuda,1202,2022-11-23
2017-01-22,Bermuda,1201,2022-11-23
2018-09-08,Bhutan,556,2022-11-23
2018-09-06,Bhutan,563,2022-11-23
2018-09-04,Bhutan,574,2022-11-23
2018-04-01,Bhutan,583,2022-11-23
2018-03-27,Bhutan,585,2022-11-23
2017-11-14,Bhutan,592,2022-11-23
2017-10-10,Bhutan,593,2022-11-23
2017-09-05,Bhutan,594,2022-11-23
2017-06-13,Bhutan,595,2022-11-23
2017-03-28,Bhutan,608,2022-11-23
2022-11-19,Bolivia,1618,2022-11-23
2022-09-24,Bolivia,1621,2022-11-23
2022-03-29,Bolivia,1634,2022-11-23
2022-03-24,Bolivia,1641,2022-11-23
2022-02-01,Bolivia,1650,2022-11-23
2022-01-28,Bolivia,1669,2022-11-23
2022-01-21,Bolivia,1696,2022-11-23
2021-11-16,Bolivia,1693,2022-11-23
2021-11-11,Bolivia,1643,2022-11-23
2021-11-05,Bolivia,1657,2022-11-23
2021-10-14,Bolivia,1651,2022-11-23
2021-10-10,Bolivia,1605,2022-11-23
2021-10-07,Bolivia,1576,2022-11-23
2021-09-09,Bolivia,1586,2022-11-23
2021-09-05,Bolivia,1588,2022-11-23
2021-09-02,Bolivia,1592,2022-11-23
2021-06-28,Bolivia,1580,2022-11-23
2021-06-24,Bolivia,1587,2022-11-23
2021-06-18,Bolivia,1598,2022-11-23
2021-06-14,Bolivia,1609,2022-11-23
2021-06-08,Bolivia,1632,2022-11-23
2021-06-03,Bolivia,1618,2022-11-23
2021-03-29,Bolivia,1578,2022-11-23
2021-03-26,Bolivia,1580,2022-11-23
2020-11-17,Bolivia,1583,2022-11-23
2020-11-12,Bolivia,1569,2022-11-23
2020-10-13,Bolivia,1585,2022-11-23
2020-10-09,Bolivia,1592,2022-11-23
2018-11-20,Bolivia,1655,2022-11-23
2018-11-16,Bolivia,1658,2022-11-23
2018-10-16,Bolivia,1660,2022-11-23
2018-10-13,Bolivia,1664,2022-11-23
2018-09-10,Bolivia,1662,2022-11-23
2018-06-09,Bolivia,1661,2022-11-23
2018-06-07,Bolivia,1675,2022-11-23
2018-05-28,Bolivia,1673,2022-11-23
2018-03-26,Bolivia,1682,2022-11-23
2018-03-23,Bolivia,1699,2022-11-23
2017-10-10,Bolivia,1707,2022-11-23
2017-10-05,Bolivia,1719,2022-11-23
2017-09-05,Bolivia,1705,2022-11-23
2017-08-31,Bolivia,1679,2022-11-23
2017-06-07,Bolivia,1686,2022-11-23
2017-06-02,Bolivia,1685,2022-11-23
2017-03-28,Bolivia,1681,2022-11-23
2017-03-23,Bolivia,1629,2022-11-23
2022-06-14,Bonaire,999,2022-11-23
2022-06-11,Bonaire,991,2022-11-23
2022-06-06,Bonaire,976,2022-11-23
2022-06-03,Bonaire,987,2022-11-23
2021-10-03,Bonaire,959,2022-11-23
2018-10-14,Bonaire,974,2022-11-23
2018-09-09,Bonaire,977,2022-11-23
2022-09-26,Bosnia and Herzegovina,1616,2022-11-23
2022-09-23,Bosnia and Herzegovina,1647,2022-11-23
2022-06-14,Bosnia and Herzegovina,1635,2022-11-23
2022-06-11,Bosnia and Herzegovina,1617,2022-11-23
2022-06-07,Bosnia and Herzegovina,1616,2022-11-23
2022-06-04,Bosnia and Herzegovina,1600,2022-11-23
2022-03-29,Bosnia and Herzegovina,1589,2022-11-23
2022-03-25,Bosnia and Herzegovina,1586,2022-11-23
2021-12-18,Bosnia and Herzegovina,1600,2022-11-23
2021-11-16,Bosnia and Herzegovina,1602,2022-11-23
2021-11-13,Bosnia and Herzegovina,1626,2022-11-23
2021-10-12,Bosnia and Herzegovina,1662,2022-11-23
2021-10-09,Bosnia and Herzegovina,1649,2022-11-23
2021-09-07,Bosnia and Herzegovina,1632,2022-11-23
2021-09-04,Bosnia and Herzegovina,1648,2022-11-23
2021-09-01,Bosnia and Herzegovina,1646,2022-11-23
2021-06-06,Bosnia and Herzegovina,1628,2022-11-23
2021-06-02,Bosnia and Herzegovina,1630,2022-11-23
2021-03-31,Bosnia and Herzegovina,1635,2022-11-23
2021-03-27,Bosnia and Herzegovina,1640,2022-11-23
2021-03-24,Bosnia and Herzegovina,1643,2022-11-23
2020-11-18,Bosnia and Herzegovina,1634,2022-11-23
2020-11-15,Bosnia and Herzegovina,1646,2022-11-23
2020-11-12,Bosnia and Herzegovina,1651,2022-11-23
2020-10-14,Bosnia and Herzegovina,1667,2022-11-23
2020-10-11,Bosnia and Herzegovina,1681,2022-11-23
2020-10-08,Bosnia and Herzegovina,1670,2022-11-23
2020-09-07,Bosnia and Herzegovina,1678,2022-11-23
2020-09-04,Bosnia and Herzegovina,1699,2022-11-23
2018-11-18,Bosnia and Herzegovina,1795,2022-11-23
2018-11-15,Bosnia and Herzegovina,1798,2022-11-23
2018-10-15,Bosnia and Herzegovina,1795,2022-11-23
2018-10-11,Bosnia and Herzegovina,1782,2022-11-23
2018-09-11,Bosnia and Herzegovina,1780,2022-11-23
2018-09-08,Bosnia and Herzegovina,1766,2022-11-23
2018-06-01,Bosnia and Herzegovina,1744,2022-11-23
2018-05-28,Bosnia and Herzegovina,1724,2022-11-23
2018-03-27,Bosnia and Herzegovina,1730,2022-11-23
2018-03-23,Bosnia and Herzegovina,1730,2022-11-23
2018-01-31,Bosnia and Herzegovina,1720,2022-11-23
2018-01-28,Bosnia and Herzegovina,1727,2022-11-23
2017-10-10,Bosnia and Herzegovina,1723,2022-11-23
2017-10-07,Bosnia and Herzegovina,1709,2022-11-23
2017-09-03,Bosnia and Herzegovina,1724,2022-11-23
2017-08-31,Bosnia and Herzegovina,1722,2022-11-23
2017-06-09,Bosnia and Herzegovina,1754,2022-11-23
2017-03-28,Bosnia and Herzegovina,1764,2022-11-23
2017-03-25,Bosnia and Herzegovina,1756,2022-11-23
2022-11-17,Botswana,1364,2022-11-23
2022-09-27,Botswana,1373,2022-11-23
2022-07-17,Botswana,1377,2022-11-23
2022-07-15,Botswana,1385,2022-11-23
2022-07-12,Botswana,1358,2022-11-23
2022-07-10,Botswana,1354,2022-11-23
2022-07-07,Botswana,1329,2022-11-23
2022-07-05,Botswana,1312,2022-11-23
2022-06-05,Botswana,1308,2022-11-23
2022-06-01,Botswana,1296,2022-11-23
2022-05-27,Botswana,1309,2022-11-23
2021-07-14,Botswana,1300,2022-11-23
2021-07-13,Botswana,1305,2022-11-23
2021-07-10,Botswana,1319,2022-11-23
2021-07-06,Botswana,1286,2022-11-23
2021-07-04,Botswana,1292,2022-11-23
2021-03-29,Botswana,1291,2022-11-23
2021-03-25,Botswana,1294,2022-11-23
2020-11-16,Botswana,1314,2022-11-23
2020-11-12,Botswana,1290,2022-11-23
2018-11-18,Botswana,1314,2022-11-23
2018-10-16,Botswana,1328,2022-11-23
2018-10-13,Botswana,1320,2022-11-23
2018-09-30,Botswana,1329,2022-11-23
2018-09-09,Botswana,1321,2022-11-23
2018-06-08,Botswana,1340,2022-11-23
2018-06-05,Botswana,1350,2022-11-23
2018-06-03,Botswana,1323,2022-11-23
2018-06-01,Botswana,1316,2022-11-23
2018-05-30,Botswana,1296,2022-11-23
2018-05-28,Botswana,1297,2022-11-23
2018-04-18,Botswana,1278,2022-11-23
2018-03-24,Botswana,1261,2022-11-23
2017-11-14,Botswana,1253,2022-11-23
2017-09-30,Botswana,1246,2022-11-23
2017-09-02,Botswana,1233,2022-11-23
2017-07-04,Botswana,1240,2022-11-23
2017-07-01,Botswana,1244,2022-11-23
2017-06-10,Botswana,1254,2022-11-23
2017-06-05,Botswana,1278,2022-11-23
2017-03-25,Botswana,1283,2022-11-23
2022-09-27,Brazil,2169,2022-11-23
2022-09-23,Brazil,2167,2022-11-23
2022-06-06,Brazil,2166,2022-11-23
2022-06-02,Brazil,2162,2022-11-23
2022-03-29,Brazil,2155,2022-11-23
2022-03-24,Brazil,2148,2022-11-23
2022-02-01,Brazil,2142,2022-11-23
2022-01-27,Brazil,2139,2022-11-23
2021-11-16,Brazil,2149,2022-11-23
2021-11-11,Brazil,2146,2022-11-23
2021-10-14,Brazil,2140,2022-11-23
2021-10-10,Brazil,2130,2022-11-23
2021-10-07,Brazil,2136,2022-11-23
2021-09-09,Brazil,2128,2022-11-23
2021-09-02,Brazil,2123,2022-11-23
2021-07-10,Brazil,2114,2022-11-23
2021-07-05,Brazil,2154,2022-11-23
2021-07-02,Brazil,2150,2022-11-23
2021-06-27,Brazil,2146,2022-11-23
2021-06-23,Brazil,2168,2022-11-23
2021-06-17,Brazil,2163,2022-11-23
2021-06-13,Brazil,2157,2022-11-23
2021-06-08,Brazil,2152,2022-11-23
2021-06-04,Brazil,2141,2022-11-23
2020-11-17,Brazil,2136,2022-11-23
2020-11-13,Brazil,2108,2022-11-23
2020-10-13,Brazil,2105,2022-11-23
2020-10-09,Brazil,2085,2022-11-23
2018-11-20,Brazil,2136,2022-11-23
2018-11-16,Brazil,2135,2022-11-23
2018-10-16,Brazil,2130,2022-11-23
2018-10-12,Brazil,2123,2022-11-23
2018-09-11,Brazil,2120,2022-11-23
2018-09-07,Brazil,2119,2022-11-23
2018-07-06,Brazil,2113,2022-11-23
2018-07-02,Brazil,2155,2022-11-23
2018-06-27,Brazil,2141,2022-11-23
2018-06-22,Brazil,2130,2022-11-23
2018-06-17,Brazil,2122,2022-11-23
2018-06-10,Brazil,2141,2022-11-23
2018-06-03,Brazil,2135,2022-11-23
2018-03-27,Brazil,2130,2022-11-23
2018-03-23,Brazil,2118,2022-11-23
2017-11-14,Brazil,2113,2022-11-23
2017-11-10,Brazil,2115,2022-11-23
2017-10-10,Brazil,2112,2022-11-23
2017-10-05,Brazil,2103,2022-11-23
2017-09-05,Brazil,2117,2022-11-23
2017-08-31,Brazil,2120,2022-11-23
2017-06-13,Brazil,2115,2022-11-23
2017-06-09,Brazil,2109,2022-11-23
2017-03-28,Brazil,2122,2022-11-23
2017-03-23,Brazil,2118,2022-11-23
2017-01-25,Brazil,2091,2022-11-23
2022-06-12,British Virgin Islands,616,2022-11-23
2022-06-06,British Virgin Islands,619,2022-11-23
2022-06-03,British Virgin Islands,603,2022-11-23
2022-01-27,British Virgin Islands,593,2022-11-23
2021-06-05,British Virgin Islands,604,2022-11-23
2021-06-02,British Virgin Islands,605,2022-11-23
2021-03-30,British Virgin Islands,607,2022-11-23
2021-03-27,British Virgin Islands,610,2022-11-23
2021-03-21,British Virgin Islands,610,2022-11-23
2018-10-16,British Virgin Islands,645,2022-11-23
2018-10-13,British Virgin Islands,645,2022-11-23
2018-07-28,British Virgin Islands,646,2022-11-23
2018-07-27,British Virgin Islands,631,2022-11-23
2018-07-25,British Virgin Islands,625,2022-11-23
2022-11-08,Brunei,615,2022-11-23
2022-11-05,Brunei,643,2022-11-23
2022-09-27,Brunei,615,2022-11-23
2022-09-21,Brunei,601,2022-11-23
2022-05-27,Brunei,614,2022-11-23
2022-03-27,Brunei,615,2022-11-23
2018-09-08,Brunei,615,2022-11-23
2018-09-01,Brunei,597,2022-11-23
2022-11-20,Bulgaria,1522,2022-11-23
2022-11-16,Bulgaria,1521,2022-11-23
2022-09-26,Bulgaria,1508,2022-11-23
2022-09-23,Bulgaria,1477,2022-11-23
2022-06-12,Bulgaria,1473,2022-11-23
2022-06-09,Bulgaria,1459,2022-11-23
2022-06-05,Bulgaria,1474,2022-11-23
2022-06-02,Bulgaria,1514,2022-11-23
2022-03-29,Bulgaria,1511,2022-11-23
2022-03-26,Bulgaria,1514,2022-11-23
2021-11-15,Bulgaria,1518,2022-11-23
2021-11-11,Bulgaria,1522,2022-11-23
2021-10-12,Bulgaria,1514,2022-11-23
2021-10-09,Bulgaria,1493,2022-11-23
2021-09-08,Bulgaria,1535,2022-11-23
2021-09-05,Bulgaria,1524,2022-11-23
2021-09-02,Bulgaria,1519,2022-11-23
2021-06-08,Bulgaria,1500,2022-11-23
2021-06-05,Bulgaria,1501,2022-11-23
2021-06-01,Bulgaria,1503,2022-11-23
2021-03-31,Bulgaria,1499,2022-11-23
2021-03-28,Bulgaria,1489,2022-11-23
2021-03-25,Bulgaria,1494,2022-11-23
2020-11-18,Bulgaria,1505,2022-11-23
2020-11-15,Bulgaria,1492,2022-11-23
2020-11-11,Bulgaria,1506,2022-11-23
2020-10-14,Bulgaria,1504,2022-11-23
2020-10-11,Bulgaria,1514,2022-11-23
2020-10-08,Bulgaria,1527,2022-11-23
2020-09-06,Bulgaria,1559,2022-11-23
2020-09-03,Bulgaria,1564,2022-11-23
2020-02-26,Bulgaria,1560,2022-11-23
2018-11-19,Bulgaria,1629,2022-11-23
2018-11-16,Bulgaria,1639,2022-11-23
2018-10-16,Bulgaria,1645,2022-11-23
2018-10-13,Bulgaria,1660,2022-11-23
2018-09-09,Bulgaria,1655,2022-11-23
2018-09-06,Bulgaria,1640,2022-11-23
2018-03-26,Bulgaria,1614,2022-11-23
2018-03-23,Bulgaria,1610,2022-11-23
2017-11-13,Bulgaria,1620,2022-11-23
2017-10-10,Bulgaria,1610,2022-11-23
2017-10-07,Bulgaria,1621,2022-11-23
2017-09-03,Bulgaria,1629,2022-11-23
2017-08-31,Bulgaria,1638,2022-11-23
2017-06-09,Bulgaria,1613,2022-11-23
2017-03-25,Bulgaria,1632,2022-11-23
2022-11-19,Burkina Faso,1604,2022-11-23
2022-09-27,Burkina Faso,1591,2022-11-23
2022-09-23,Burkina Faso,1589,2022-11-23
2022-06-07,Burkina Faso,1583,2022-11-23
2022-06-03,Burkina Faso,1574,2022-11-23
2022-03-29,Burkina Faso,1550,2022-11-23
2022-03-24,Burkina Faso,1551,2022-11-23
2022-02-05,Burkina Faso,1571,2022-11-23
2022-02-02,Burkina Faso,1560,2022-11-23
2022-01-29,Burkina Faso,1584,2022-11-23
2022-01-23,Burkina Faso,1554,2022-11-23
2022-01-17,Burkina Faso,1562,2022-11-23
2022-01-13,Burkina Faso,1578,2022-11-23
2022-01-09,Burkina Faso,1558,2022-11-23
2022-01-02,Burkina Faso,1574,2022-11-23
2021-12-30,Burkina Faso,1564,2022-11-23
2021-11-16,Burkina Faso,1570,2022-11-23
2021-11-12,Burkina Faso,1556,2022-11-23
2021-10-11,Burkina Faso,1571,2022-11-23
2021-10-08,Burkina Faso,1570,2022-11-23
2021-09-07,Burkina Faso,1568,2022-11-23
2021-09-02,Burkina Faso,1557,2022-11-23
2021-06-12,Burkina Faso,1548,2022-11-23
2021-06-05,Burkina Faso,1552,2022-11-23
2021-03-29,Burkina Faso,1557,2022-11-23
2021-03-24,Burkina Faso,1556,2022-11-23
2020-11-16,Burkina Faso,1554,2022-11-23
2020-11-12,Burkina Faso,1561,2022-11-23
2020-10-12,Burkina Faso,1553,2022-11-23
2020-10-09,Burkina Faso,1546,2022-11-23
2018-11-18,Burkina Faso,1527,2022-11-23
2018-10-16,Burkina Faso,1556,2022-11-23
2018-10-13,Burkina Faso,1564,2022-11-23
2018-09-08,Burkina Faso,1555,2022-11-23
2018-05-27,Burkina Faso,1599,2022-11-23
2018-03-27,Burkina Faso,1587,2022-11-23
2018-03-22,Burkina Faso,1611,2022-11-23
2017-11-14,Burkina Faso,1607,2022-11-23
2017-10-07,Burkina Faso,1593,2022-11-23
2017-09-05,Burkina Faso,1620,2022-11-23
2017-09-02,Burkina Faso,1621,2022-11-23
2017-06-10,Burkina Faso,1611,2022-11-23
2017-06-02,Burkina Faso,1607,2022-11-23
2017-03-24,Burkina Faso,1609,2022-11-23
2017-02-04,Burkina Faso,1621,2022-11-23
2017-02-01,Burkina Faso,1596,2022-11-23
2017-01-28,Burkina Faso,1587,2022-11-23
2017-01-22,Burkina Faso,1542,2022-11-23
2017-01-18,Burkina Faso,1527,2022-11-23
2017-01-14,Burkina Faso,1526,2022-11-23
2017-01-07,Burkina Faso,1519,2022-11-23
2022-11-16,Burundi,1257,2022-11-23
2022-06-09,Burundi,1260,2022-11-23
2022-06-04,Burundi,1264,2022-11-23
2022-03-29,Burundi,1259,2022-11-23
2022-03-26,Burundi,1247,2022-11-23
2021-11-13,Burundi,1249,2022-11-23
2021-09-07,Burundi,1245,2022-11-23
2021-09-04,Burundi,1257,2022-11-23
2021-08-29,Burundi,1249,2022-11-23
2021-03-30,Burundi,1251,2022-11-23
2021-03-26,Burundi,1253,2022-11-23
2020-11-15,Burundi,1254,2022-11-23
2020-11-11,Burundi,1219,2022-11-23
2020-10-11,Burundi,1205,2022-11-23
2020-01-25,Burundi,1190,2022-11-23
2020-01-23,Burundi,1202,2022-11-23
2020-01-18,Burundi,1192,2022-11-23
2020-01-16,Burundi,1184,2022-11-23
2018-11-16,Burundi,1364,2022-11-23
2018-10-16,Burundi,1348,2022-11-23
2018-10-12,Burundi,1344,2022-11-23
2018-09-08,Burundi,1330,2022-11-23
2018-09-02,Burundi,1319,2022-11-23
2017-12-17,Burundi,1317,2022-11-23
2017-12-14,Burundi,1330,2022-11-23
2017-12-11,Burundi,1342,2022-11-23
2017-12-07,Burundi,1356,2022-11-23
2017-12-04,Burundi,1324,2022-11-23
2017-06-10,Burundi,1315,2022-11-23
2017-03-28,Burundi,1306,2022-11-23
2017-03-13,Burundi,1313,2022-11-23
2017-03-11,Burundi,1313,2022-11-23
2022-09-22,Cambodia,847,2022-11-23
2022-06-14,Cambodia,860,2022-11-23
2022-06-11,Cambodia,847,2022-11-23
2022-06-08,Cambodia,857,2022-11-23
2022-06-02,Cambodia,862,2022-11-23
2021-12-19,Cambodia,859,2022-11-23
2021-12-15,Cambodia,863,2022-11-23
2021-12-09,Cambodia,843,2022-11-23
2021-12-06,Cambodia,853,2022-11-23
2021-10-12,Cambodia,861,2022-11-23
2021-10-09,Cambodia,849,2022-11-23
2021-06-11,Cambodia,835,2022-11-23
2021-06-07,Cambodia,835,2022-11-23
2021-06-03,Cambodia,836,2022-11-23
2018-11-24,Cambodia,792,2022-11-23
2018-11-20,Cambodia,794,2022-11-23
2018-11-12,Cambodia,778,2022-11-23
2018-11-08,Cambodia,785,2022-11-23
2018-10-16,Cambodia,796,2022-11-23
2018-10-12,Cambodia,802,2022-11-23
2018-09-10,Cambodia,808,2022-11-23
2018-03-27,Cambodia,818,2022-11-23
2018-03-21,Cambodia,823,2022-11-23
2017-11-14,Cambodia,811,2022-11-23
2017-11-09,Cambodia,812,2022-11-23
2017-10-10,Cambodia,818,2022-11-23
2017-10-04,Cambodia,821,2022-11-23
2017-09-05,Cambodia,823,2022-11-23
2017-06-13,Cambodia,828,2022-11-23
2017-06-08,Cambodia,795,2022-11-23
2017-03-28,Cambodia,799,2022-11-23
2017-03-22,Cambodia,800,2022-11-23
2017-01-14,Cambodia,805,2022-11-23
2022-11-18,Cameroon,1610,2022-11-23
2022-11-09,Cameroon,1609,2022-11-23
2022-09-27,Cameroon,1613,2022-11-23
2022-09-23,Cameroon,1617,2022-11-23
2022-06-09,Cameroon,1635,2022-11-23
2022-03-29,Cameroon,1631,2022-11-23
2022-03-25,Cameroon,1600,2022-11-23
