date,team,opponent,GF,GA,did_score_team,fail_to_score_team,did_receive_goal_team,not_receive_goal_team,GF_last_5_team,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,dr_pre,did_score_opponent,fail_to_score_opponent,did_receive_goal_opponent,not_receive_goal_opponent,GF_last_5_opponent,GA_last_5_opponent
2018-11-15,Lebanon,Uzbekistan,0,0,3,2,2,3,4,2,1460,1429,FALSE,31,3,2,3,2,5,5
2018-09-09,Lebanon,Oman,0,0,5,0,1,4,10,1,1466,1462,FALSE,4,4,1,0,5,5,0
2018-03-27,Lebanon,Malaysia,2,1,5,0,2,3,11,3,1451,1190,FALSE,361,4,1,5,0,5,13
2022-07-08,Lesotho,Mauritius,2,1,3,2,4,1,4,5,1244,1289,FALSE,-45,1,4,4,1,3,8
2022-07-06,Lesotho,Malawi,2,1,3,2,4,1,4,5,1219,1673,FALSE,-454,3,2,4,1,5,5
2022-05-26,Lesotho,Namibia,2,1,1,4,3,2,3,9,1193,905,FALSE,288,4,1,4,1,4,9
2022-03-27,Lesotho,Seychelles,3,1,0,5,3,2,0,12,1182,916,FALSE,266,2,3,1,4,4,3
2022-03-23,Lesotho,Seychelles,0,0,1,4,4,1,2,13,1208,1242,FALSE,-34,3,2,2,3,5,4
2021-07-08,Lesotho,Zambia,2,1,1,4,4,1,1,12,1211,1189,FALSE,22,5,0,3,2,8,8
2021-07-03,Lesotho,Namibia,0,0,0,5,3,2,0,9,1246,1142,FALSE,104,3,2,4,1,4,5
2021-03-27,Lesotho,Sierra Leone,0,0,1,4,3,2,1,6,1298,1480,FALSE,-82,2,3,4,1,5,8
2020-11-17,Lesotho,Benin,0,0,2,3,4,1,2,7,1293,1485,FALSE,-92,4,1,2,3,5,5
2018-11-18,Lesotho,Tanzania,1,0,3,2,3,2,4,6,1282,1456,FALSE,-74,3,2,2,3,5,7
2018-10-16,Lesotho,Uganda,0,2,4,1,2,3,5,4,1311,1427,FALSE,-16,2,3,2,3,4,3
2018-09-09,Lesotho,Cape Verde,1,1,4,1,0,5,5,0,1329,1250,FALSE,179,1,4,4,1,3,9
2018-08-27,Lesotho,Eswatini,2,0,4,1,1,4,4,2,1320,1259,FALSE,161,2,3,3,2,2,4
2018-08-26,Lesotho,Eswatini,1,0,3,2,2,3,3,3,1314,1339,FALSE,75,,,,,,
2018-06-08,Lesotho,Madagascar,1,0,3,2,3,2,3,4,1290,1435,FALSE,-145,3,2,3,2,4,3
2018-06-06,Lesotho,Zimbabwe,0,0,4,1,3,2,4,4,1281,1292,FALSE,-11,4,1,5,0,6,9
2018-06-02,Lesotho,Eswatini,1,0,3,2,3,2,3,4,1258,1382,FALSE,-124,,,,,,
2022-09-25,Liberia,Niger,0,0,2,3,5,0,4,10,1318,1738,FALSE,-420,4,1,5,0,4,8
2021-11-16,Liberia,Central African Republic,3,1,2,3,4,1,2,7,1330,1661,FALSE,-331,3,2,4,1,3,6
2021-09-06,Liberia,Central African Republic,1,0,3,2,3,2,4,8,1352,1670,FALSE,-318,2,3,5,0,3,11
2021-06-14,Liberia,Libya,1,0,4,1,3,2,6,5,1349,1386,FALSE,-37,3,2,5,0,5,12
2018-11-18,Liberia,Zimbabwe,1,0,4,1,4,1,5,7,1320,1387,FALSE,33,4,1,4,1,8,5
2018-10-16,Liberia,Congo,2,1,3,2,4,1,3,9,1299,1408,FALSE,-9,5,0,4,1,8,4
2018-09-11,Liberia,Nigeria,1,2,,,,,,,1318,1579,FALSE,-161,3,2,3,2,6,5
2018-09-09,Liberia,Democratic Republic of Congo,1,1,,,,,,,1308,1379,FALSE,29,4,1,5,0,8,7
2018-07-22,Liberia,Sierra Leone,0,0,,,,,,,1309,1423,FALSE,-14,,,,,,
2022-11-17,Libya,Niger,3,2,2,3,3,2,3,5,1344,1315,FALSE,29,3,2,4,1,3,7
2022-09-27,Libya,Tanzania,2,1,2,3,3,2,3,5,1333,1414,FALSE,19,4,1,4,1,6,5
2022-09-21,Libya,Uganda,0,0,3,2,3,2,5,5,1334,1442,FALSE,-8,4,1,5,0,5,11
2022-06-01,Libya,Botswana,1,0,3,2,4,1,5,6,1337,1334,FALSE,103,4,1,3,2,7,4
2022-03-26,Libya,Niger,2,1,2,3,4,1,3,7,1345,1359,FALSE,-14,4,1,5,0,10,14
2021-11-16,Libya,Angola,1,1,2,3,4,1,3,6,1338,1422,FALSE,16,2,3,5,0,5,7
2021-10-11,Libya,Egypt,0,3,2,3,4,1,3,4,1371,1611,FALSE,-140,5,0,1,4,9,1
2021-09-01,Libya,Gabon,2,1,1,4,5,0,2,9,1330,1404,FALSE,26,3,2,4,1,6,7
2021-03-25,Libya,Tunisia,2,5,4,1,5,0,13,10,1402,1349,FALSE,153,4,1,3,2,6,3
2022-09-22,Liechtenstein,Andorra,0,2,1,4,5,0,1,8,1027,1390,FALSE,-263,3,2,3,2,4,6
2022-06-14,Liechtenstein,Latvia,0,2,1,4,5,0,1,12,1039,1085,FALSE,54,5,0,2,3,10,3
2022-06-03,Liechtenstein,Moldova,0,2,0,5,5,0,0,22,1084,1248,FALSE,-64,4,1,4,1,5,13
2021-11-14,Liechtenstein,Romania,0,2,1,4,5,0,1,20,1098,1955,FALSE,-757,3,2,1,4,4,2
2021-10-08,Liechtenstein,North Macedonia,0,4,2,3,5,0,2,17,1110,1563,FALSE,-353,2,3,3,2,3,7
2021-03-31,Liechtenstein,Iceland,1,4,1,4,4,1,1,10,1107,1562,FALSE,-355,2,3,5,0,2,13
2021-03-25,Liechtenstein,Armenia,0,1,2,3,4,1,3,6,1116,1095,FALSE,121,5,0,3,2,8,4
2020-10-13,Liechtenstein,San Marino,0,0,3,2,4,1,6,6,1137,1112,FALSE,125,0,5,5,0,0,10
2020-10-10,Liechtenstein,Gibraltar,0,1,4,1,4,1,7,7,1167,1335,FALSE,-68,3,2,4,1,5,13
2020-09-08,Liechtenstein,San Marino,2,0,4,1,4,1,6,10,1138,1448,FALSE,-310,0,5,5,0,0,9
2018-11-19,Liechtenstein,Armenia,2,2,4,1,4,1,5,10,1126,1515,FALSE,-289,3,2,4,1,12,6
2018-11-16,Liechtenstein,Macedonia,0,2,4,1,4,1,5,11,1137,1123,FALSE,114,4,1,3,2,9,6
2018-09-09,Liechtenstein,Gibraltar,2,0,2,3,5,0,3,11,1140,1457,FALSE,-217,1,4,4,1,1,16
2022-11-16,Lithuania,Iceland,0,0,2,3,5,0,2,12,1248,1437,FALSE,-89,3,2,4,1,4,5
2022-09-22,Lithuania,Faroe Islands,1,1,1,4,5,0,1,13,1261,1746,FALSE,-385,3,2,4,1,5,8
2022-06-07,Lithuania,Turkey,0,6,2,3,5,0,3,6,1291,1426,FALSE,-35,5,0,3,2,15,7
2022-06-04,Lithuania,Luxembourg,0,2,2,3,5,0,3,8,1324,1691,FALSE,-267,2,3,5,0,4,13
2021-11-15,Lithuania,Kuwait,1,1,1,4,5,0,3,12,1325,1586,FALSE,-161,1,4,4,1,2,11
2021-10-12,Lithuania,Switzerland,0,4,2,3,5,0,4,15,1334,1493,FALSE,-59,3,2,2,3,5,2
2021-10-09,Lithuania,Bulgaria,3,1,2,3,5,0,2,17,1292,2072,FALSE,-680,3,2,4,1,6,6
2021-09-02,Lithuania,Northern Ireland,1,4,1,4,5,0,1,11,1319,2033,FALSE,-614,2,3,3,2,4,5
2021-06-01,Lithuania,Estonia,0,1,1,4,5,0,2,10,1359,2009,FALSE,-550,3,2,4,1,5,13
2021-03-31,Lithuania,Italy,0,2,2,3,5,0,4,9,1361,1883,FALSE,-422,5,0,0,5,12,0
2020-11-11,Lithuania,Faroe Islands,2,1,3,2,3,2,6,5,1351,1525,FALSE,-74,4,1,3,2,7,7
2020-10-14,Lithuania,Albania,0,0,4,1,4,1,7,9,1346,1490,FALSE,-44,2,3,2,3,3,5
2020-10-11,Lithuania,Belarus,2,2,3,2,4,1,5,10,1343,1373,FALSE,70,3,2,3,2,4,4
2020-09-04,Lithuania,Kazakhstan,0,2,3,2,5,0,3,15,1338,1808,FALSE,-370,5,0,4,1,8,5
2018-10-14,Lithuania,Montenegro,1,4,1,4,5,0,1,10,1368,1732,FALSE,-264,1,4,2,3,2,4
2018-10-11,Lithuania,Romania,1,2,1,4,5,0,1,9,1376,1617,FALSE,-141,4,1,2,3,8,4
2018-09-07,Lithuania,Serbia,0,1,2,3,4,1,2,8,1391,1831,FALSE,-340,3,2,4,1,7,6
2018-06-05,Lithuania,Latvia,1,1,2,3,4,1,2,8,1401,1516,FALSE,-15,3,2,4,1,5,7
2022-11-20,Luxembourg,Bulgaria,0,0,4,1,4,1,8,9,1444,1821,FALSE,-277,4,1,2,3,9,2
2022-11-17,Luxembourg,Hungary,2,2,4,1,3,2,7,7,1437,1248,FALSE,289,4,1,3,2,7,5
2022-09-25,Luxembourg,Lithuania,1,0,4,1,3,2,8,7,1430,1729,FALSE,-199,2,3,5,0,2,13
2022-06-14,Luxembourg,Faroe Islands,2,2,3,2,3,2,4,6,1426,1744,FALSE,-218,2,3,3,2,3,6
2022-06-11,Luxembourg,Turkey,0,2,3,2,3,2,4,7,1441,1230,FALSE,311,5,0,3,2,15,7
2022-03-25,Luxembourg,Northern Ireland,1,3,2,3,5,0,4,11,1407,1683,FALSE,-176,2,3,2,3,2,4
2021-11-14,Luxembourg,Ireland,0,3,3,2,5,0,5,12,1429,1315,FALSE,214,4,1,2,3,9,2
2021-10-09,Luxembourg,Serbia,0,1,3,2,5,0,4,8,1401,1675,FALSE,-174,4,1,4,1,10,4
2021-09-07,Luxembourg,Qatar,1,1,3,2,5,0,4,10,1396,1803,FALSE,-307,3,2,4,1,6,10
2021-09-01,Luxembourg,Azerbaijan,2,1,2,3,4,1,2,6,1386,1678,FALSE,-192,4,1,5,0,5,8
2021-06-06,Luxembourg,Scotland,0,1,2,3,3,2,2,5,1391,1751,FALSE,-260,4,1,4,1,9,6
2021-03-30,Luxembourg,Portugal,1,3,2,3,3,2,2,6,1396,1613,FALSE,-117,4,1,3,2,13,5
2020-11-17,Luxembourg,Azerbaijan,0,0,4,1,4,1,6,8,1368,1338,FALSE,130,1,4,1,4,1,2
2020-11-11,Luxembourg,Austria,0,3,4,1,4,1,7,5,1391,1534,FALSE,-43,5,0,3,2,8,5
2020-10-10,Luxembourg,Cyprus,2,0,3,2,5,0,4,7,1335,1167,FALSE,268,2,3,5,0,2,8
2020-10-07,Luxembourg,Liechtenstein,1,2,3,2,4,1,6,5,1352,1566,FALSE,-114,4,1,4,1,6,10
2020-09-08,Luxembourg,Montenegro,0,1,3,2,4,1,6,5,1367,1348,FALSE,119,3,2,4,1,7,6
2018-11-15,Luxembourg,Belarus,0,2,4,1,1,4,11,1,1369,842,FALSE,627,2,3,1,4,6,2
2018-10-15,Luxembourg,San Marino,3,0,3,2,1,4,8,1,1367,1523,FALSE,-56,0,5,5,0,0,23
2018-09-08,Luxembourg,Moldova,4,0,3,2,2,3,4,5,1344,1495,FALSE,-51,1,4,3,2,1,6
2018-06-05,Luxembourg,Georgia,1,0,3,2,3,2,4,6,1332,1740,FALSE,-308,5,0,1,4,10,2
2018-05-31,Luxembourg,Senegal,0,0,3,2,4,1,4,14,1325,1725,FALSE,-300,4,1,2,3,7,2
2018-03-27,Luxembourg,Austria,0,4,3,2,3,2,4,10,1331,1206,FALSE,225,5,0,3,2,10,4
2018-09-06,Macao,Northern Mariana Islands,1,1,3,2,4,1,4,10,690,794,FALSE,-104,,,,,,
2018-09-04,Macao,Guam,2,0,3,2,5,0,5,14,645,684,FALSE,-39,,,,,,
2018-08-29,Macao,Solomon Islands,1,4,3,2,5,0,7,11,674,1069,FALSE,-295,4,1,1,4,17,3
2018-03-22,Macao,Mauritius,0,1,3,2,5,0,7,15,679,1207,FALSE,-428,4,1,5,0,4,13
2018-11-19,Macedonia,Gibraltar,4,0,4,1,2,3,10,5,1515,1126,FALSE,489,3,2,4,1,5,11
2018-10-13,Macedonia,Liechtenstein,4,1,4,1,1,4,7,1,1542,1440,FALSE,202,3,2,4,1,5,7
2018-09-09,Macedonia,Armenia,2,0,4,1,1,4,9,1,1525,1086,FALSE,539,2,3,3,2,3,3
2022-09-27,Madagascar,Benin,3,1,3,2,5,0,5,9,1283,1314,FALSE,-31,3,2,5,0,4,7
2022-06-05,Madagascar,Angola,1,1,2,3,4,1,2,8,1317,1550,FALSE,-133,4,1,4,1,8,6
2021-11-14,Madagascar,Tanzania,1,1,2,3,4,1,3,8,1333,1463,FALSE,-30,3,2,4,1,5,7
2021-10-10,Madagascar,Democratic Republic of Congo,1,0,1,4,4,1,2,10,1323,1485,FALSE,-62,4,1,4,1,5,4
2021-09-02,Madagascar,Benin,0,1,3,2,4,1,3,9,1372,1256,FALSE,216,2,3,3,2,4,4
2021-03-30,Madagascar,Niger,0,0,4,1,5,0,4,12,1384,1336,FALSE,148,3,2,2,3,4,6
2020-11-17,Madagascar,Ivory Coast,1,1,5,0,3,2,5,7,1419,1625,FALSE,-106,3,2,4,1,4,4
2018-11-18,Madagascar,Sudan,1,3,3,2,3,2,4,4,1390,1300,FALSE,190,,,,,,
2018-10-16,Madagascar,Equatorial Guinea,1,0,2,3,3,2,3,4,1379,1311,FALSE,168,3,2,4,1,5,5
2018-09-09,Madagascar,Senegal,2,2,2,3,3,2,2,3,1339,1314,FALSE,125,4,1,4,1,7,6
2018-05-31,Madagascar,Comoros,1,0,3,2,4,1,4,4,1359,969,FALSE,390,4,1,4,1,5,7
2018-05-29,Madagascar,Seychelles,1,1,3,2,4,1,5,4,1376,1297,FALSE,79,2,3,4,1,2,11
2018-05-27,Madagascar,Mozambique,2,1,3,2,4,1,7,4,1358,1380,FALSE,-22,4,1,4,1,5,10
2018-03-21,Madagascar,Togo,0,0,4,1,3,2,9,3,1368,1041,FALSE,327,2,3,3,2,8,4
2022-07-10,Malawi,Mauritius,2,0,4,1,5,0,5,7,1289,1282,FALSE,7,2,3,4,1,4,9
2022-06-05,Malawi,Ethiopia,2,1,3,2,4,1,5,5,1311,1768,FALSE,-357,5,0,5,0,5,9
2022-01-18,Malawi,Senegal,0,0,2,3,5,0,4,8,1295,1283,FALSE,12,4,1,2,3,7,2
2022-01-14,Malawi,Zimbabwe,2,1,2,3,5,0,3,9,1267,1420,FALSE,-153,1,4,4,1,1,4
2021-12-31,Malawi,Comoros,2,1,2,3,4,1,2,10,1275,1307,FALSE,-32,4,1,3,2,11,10
2021-09-07,Malawi,Mozambique,1,0,3,2,5,0,4,9,1301,1574,FALSE,-273,3,2,2,3,4,4
2021-07-13,Malawi,Namibia,1,1,3,2,3,2,4,6,1306,1312,FALSE,-6,4,1,3,2,7,3
2021-07-09,Malawi,Zimbabwe,2,2,2,3,2,3,2,6,1338,1311,FALSE,27,3,2,3,2,4,7
2021-03-29,Malawi,Uganda,1,0,2,3,2,3,2,7,1328,1083,FALSE,345,2,3,1,4,2,1
2021-03-24,Malawi,South Sudan,1,0,1,4,3,2,1,8,1320,1295,FALSE,25,2,3,4,1,3,8
2020-11-16,Malawi,Burkina Faso,0,0,2,3,3,2,2,6,1330,1561,FALSE,-131,4,1,3,2,9,4
2020-10-11,Malawi,Zimbabwe,0,0,1,4,4,1,1,5,1339,1435,FALSE,4,4,1,5,0,8,6
2018-10-16,Malawi,Cameroon,0,0,1,4,4,1,1,6,1267,1628,FALSE,-261,4,1,4,1,7,5
2022-09-25,Malaysia,Tajikistan,0,0,5,0,4,1,11,5,1202,1380,FALSE,-178,3,2,2,3,7,2
2022-06-14,Malaysia,Bangladesh,4,1,5,0,3,2,11,5,1187,1515,FALSE,-228,1,4,3,2,1,6
2022-06-11,Malaysia,Bahrain,1,2,5,0,2,3,12,3,1196,1252,FALSE,44,4,1,3,2,7,5
2022-06-08,Malaysia,Turkmenistan,3,1,5,0,2,3,10,6,1164,1144,FALSE,120,3,2,4,1,7,10
2022-06-01,Malaysia,Hong Kong,2,0,4,1,3,2,8,9,1153,614,FALSE,639,2,3,4,1,6,9
2022-05-27,Malaysia,Brunei,4,0,4,1,3,2,8,9,1152,1112,FALSE,140,,,,,,
2022-03-23,Malaysia,Philippines,2,0,4,1,4,1,9,13,1144,1193,FALSE,-49,5,0,4,1,13,7
2021-12-09,Malaysia,Laos,4,0,4,1,4,1,6,12,1198,853,FALSE,345,3,2,5,0,3,14
2021-12-06,Malaysia,Cambodia,3,1,3,2,4,1,3,15,1190,1552,FALSE,-362,3,2,4,1,4,23
2021-06-15,Malaysia,Thailand,1,0,2,3,5,0,2,13,1175,1430,FALSE,-255,4,1,5,0,6,12
2018-12-11,Malaysia,Vietnam,2,2,3,2,3,2,8,5,1128,1382,FALSE,-154,4,1,2,3,9,2
2018-12-01,Malaysia,Thailand,0,0,4,1,2,3,10,3,1101,1057,FALSE,144,5,0,2,3,16,3
2018-11-24,Malaysia,Myanmar,3,0,3,2,3,2,7,4,1075,1299,FALSE,-124,3,2,4,1,8,9
2018-11-12,Malaysia,Laos,3,1,4,1,3,2,11,3,1080,785,FALSE,395,2,3,5,0,2,14
2018-11-03,Malaysia,Maldives,3,0,3,2,4,1,8,5,1060,1263,FALSE,-103,3,2,2,3,12,3
2018-10-16,Malaysia,Kyrgyzstan,0,1,4,1,3,2,15,4,1068,708,FALSE,460,4,1,5,0,10,7
2018-07-05,Malaysia,Fiji,1,0,5,0,4,1,12,12,1053,583,FALSE,570,4,1,3,2,11,5
2018-04-01,Malaysia,Bhutan,7,0,4,1,5,0,5,14,1051,1453,FALSE,-302,1,4,5,0,2,25
2018-03-22,Malaysia,Mongolia,2,2,3,2,5,0,3,12,1062,1454,FALSE,-292,,,,,,
2022-09-24,Maldives,Laos,3,1,3,2,2,3,6,7,927,601,FALSE,326,3,2,4,1,5,14
2022-06-14,Maldives,Sri Lanka,1,0,2,3,3,2,3,9,905,1542,FALSE,-637,3,2,5,0,6,10
2022-03-24,Maldives,Bangladesh,2,0,4,1,3,2,7,9,901,902,FALSE,99,4,1,5,0,5,7
2021-11-16,Maldives,Seychelles,0,0,5,0,3,2,9,9,901,874,FALSE,27,4,1,4,1,4,17
2021-10-13,Maldives,India,1,3,3,2,3,2,4,7,945,657,FALSE,388,4,1,3,2,5,3
2021-10-10,Maldives,Sri Lanka,1,0,2,3,4,1,3,11,941,848,FALSE,193,2,3,4,1,4,12
2021-10-07,Maldives,Bangladesh,2,0,1,4,5,0,1,14,924,960,FALSE,64,3,2,4,1,3,10
2021-10-01,Maldives,Nepal,0,1,2,3,5,0,3,14,951,1138,FALSE,-87,3,2,5,0,4,16
2021-06-15,Maldives,Philippines,1,1,2,3,4,1,5,13,940,1474,FALSE,-534,4,1,4,1,7,10
2018-09-15,Maldives,India,2,1,3,2,2,3,12,5,955,888,FALSE,67,5,0,2,3,10,3
2018-09-12,Maldives,Nepal,3,0,3,2,3,2,10,13,920,1229,FALSE,-309,4,1,2,3,8,4
2018-09-07,Maldives,Sri Lanka,0,0,4,1,4,1,11,19,942,585,FALSE,357,,,,,,
2018-03-27,Maldives,Bhutan,7,0,4,1,4,1,6,19,935,1062,FALSE,-27,1,4,5,0,2,32
2022-09-26,Mali,Zambia,0,0,3,2,2,3,8,2,1621,1465,FALSE,256,4,1,4,1,8,6
2022-09-23,Mali,Zambia,1,0,2,3,2,3,7,2,1617,1104,FALSE,613,5,0,4,1,9,8
2022-06-09,Mali,South Sudan,3,1,2,3,1,4,6,1,1614,1292,FALSE,322,3,2,3,2,6,5
2022-06-04,Mali,Congo,4,0,2,3,2,3,3,2,1608,1612,FALSE,96,4,1,5,0,4,10
2022-03-25,Mali,Tunisia,0,1,4,1,1,4,5,1,1630,1494,FALSE,236,2,3,3,2,5,3
2022-01-20,Mali,Mauritania,2,0,5,0,1,4,7,1,1630,1395,FALSE,235,2,3,4,1,3,7
2022-01-12,Mali,Tunisia,1,0,4,1,0,5,10,0,1619,1448,FALSE,171,3,2,3,2,4,5
2021-11-14,Mali,Uganda,1,0,4,1,0,5,10,0,1607,1274,FALSE,333,3,2,1,4,3,1
2021-10-07,Mali,Kenya,5,0,2,3,3,2,2,3,1554,1446,FALSE,108,4,1,4,1,6,4
2021-09-01,Mali,Rwanda,1,0,2,3,5,0,3,5,1546,1640,FALSE,-94,3,2,0,5,8,0
2020-11-13,Mali,Namibia,1,0,4,1,1,4,8,1,1560,1612,FALSE,48,3,2,3,2,4,3
2020-10-09,Mali,Ghana,3,0,4,1,2,3,6,2,1531,1406,FALSE,125,4,1,3,2,7,4
2018-10-12,Mali,Burundi,0,0,2,3,1,4,4,1,1528,1049,FALSE,579,3,2,4,1,3,5
2022-11-20,Malta,Ireland,0,1,5,0,4,1,7,7,1263,1694,FALSE,-331,5,0,4,1,9,7
2022-11-17,Malta,Greece,2,2,5,0,3,2,7,5,1255,1633,FALSE,-278,4,1,2,3,9,2
2022-09-27,Malta,Israel,2,1,4,1,3,2,5,5,1238,1418,FALSE,-80,5,0,5,0,10,8
2022-06-12,Malta,San Marino,1,0,4,1,2,3,6,3,1243,1405,FALSE,-62,1,4,5,0,1,9
2022-06-09,Malta,Estonia,1,2,3,2,2,3,5,7,1262,783,FALSE,579,1,4,3,2,2,9
2022-06-01,Malta,Venezuela,0,1,4,1,3,2,6,15,1258,1342,FALSE,16,3,2,5,0,6,11
2022-03-29,Malta,Kuwait,2,0,3,2,4,1,4,19,1242,1311,FALSE,31,3,2,4,1,4,11
2022-03-25,Malta,Azerbaijan,1,0,2,3,5,0,3,21,1232,1667,FALSE,-335,3,2,5,0,4,14
2021-11-14,Malta,Slovakia,0,6,2,3,5,0,3,16,1244,1847,FALSE,-503,3,2,4,1,6,6
2021-11-11,Malta,Croatia,1,7,2,3,4,1,5,9,1249,1298,FALSE,51,4,1,1,4,9,2
2021-10-08,Malta,Slovenia,0,4,2,3,4,1,4,8,1254,1741,FALSE,-387,4,1,3,2,9,5
2021-09-01,Malta,Cyprus,3,0,3,2,5,0,4,13,1219,1487,FALSE,-168,1,4,3,2,1,6
2021-03-24,Malta,Russia,1,3,4,1,2,3,8,2,1215,1262,FALSE,53,2,3,3,2,3,9
2020-11-17,Malta,Faroe Islands,1,1,4,1,1,4,9,1,1218,1068,FALSE,250,4,1,4,1,5,8
2020-11-14,Malta,Andorra,3,1,4,1,1,4,7,1,1205,1111,FALSE,194,1,4,4,1,1,12
2020-11-11,Malta,Liechtenstein,3,0,4,1,2,3,6,4,1196,1227,FALSE,69,3,2,3,2,6,4
2020-10-07,Malta,Gibraltar,2,0,4,1,5,0,5,11,1156,1243,FALSE,13,4,1,3,2,6,11
2020-09-06,Malta,Latvia,1,1,4,1,5,0,5,13,1157,1237,FALSE,20,2,3,3,2,2,5
2018-11-20,Malta,Faroe Islands,1,1,4,1,5,0,4,13,1180,1473,FALSE,-193,2,3,5,0,4,9
2018-11-17,Malta,Kosovo,0,5,4,1,5,0,4,9,1204,1413,FALSE,-109,4,1,2,3,9,2
2018-09-10,Malta,Azerbaijan,1,1,2,3,5,0,2,11,1190,1308,FALSE,-18,3,2,3,2,7,5
2018-03-22,Malta,Luxembourg,0,1,1,4,5,0,1,13,1216,1497,FALSE,-181,3,2,3,2,4,10
2022-09-24,Martinique,Guinea-Bissau,1,1,2,3,4,1,7,11,1390,1643,FALSE,-153,4,1,4,1,12,8
2022-06-12,Martinique,Panama,0,0,3,2,5,0,8,13,1381,1656,FALSE,-175,4,1,2,3,10,8
2022-03-26,Martinique,Guadeloupe,4,3,5,0,5,0,7,15,1390,1077,FALSE,313,4,1,5,0,4,10
2022-02-22,Martinique,Barbados,3,1,5,0,5,0,8,16,1387,1525,FALSE,-38,3,2,4,1,3,11
2021-06-23,Martinique,Guadeloupe,1,2,4,1,1,4,12,2,1450,1171,FALSE,379,1,4,2,3,3,8
2018-11-19,Martinique,Antigua and Barbuda,4,2,3,2,1,4,8,3,1444,645,FALSE,899,2,3,3,2,7,6
2018-10-16,Martinique,British Virgin Islands,4,0,3,2,2,3,6,6,1444,1016,FALSE,528,,,,,,
2018-06-05,Martinique,French Guiana,3,0,2,3,3,2,4,7,1422,1430,FALSE,92,3,2,3,2,4,8
2018-03-25,Martinique,Trinidad and Tobago,0,0,3,2,4,1,5,9,1425,1685,FALSE,-160,5,0,4,1,7,7
2022-09-27,Mauritania,Congo,2,0,4,1,1,4,8,1,1380,1412,FALSE,-32,4,1,4,1,6,12
2022-09-24,Mauritania,Benin,1,0,3,2,2,3,7,3,1368,1472,FALSE,-104,4,1,4,1,8,6
2022-06-04,Mauritania,Sudan,3,0,2,3,4,1,4,8,1334,1337,FALSE,97,2,3,3,2,2,5
2022-03-29,Mauritania,Libya,2,0,2,3,5,0,3,9,1315,1294,FALSE,121,3,2,4,1,5,5
2022-03-26,Mauritania,Mozambique,2,1,1,4,4,1,1,8,1304,1641,FALSE,-237,3,2,4,1,3,8
2021-12-06,Mauritania,Syria,2,1,2,3,4,1,2,11,1320,1514,FALSE,-194,4,1,4,1,6,9
2021-11-16,Mauritania,Equatorial Guinea,1,1,1,4,4,1,1,10,1343,1435,FALSE,8,4,1,2,3,5,4
2021-10-10,Mauritania,Tunisia,0,0,3,2,3,2,4,6,1355,1676,FALSE,-221,4,1,1,4,9,2
2021-09-03,Mauritania,Zambia,1,2,4,1,1,4,5,4,1400,1169,FALSE,331,3,2,3,2,4,4
2021-06-22,Mauritania,Yemen,2,0,4,1,2,3,4,7,1386,1349,FALSE,37,0,5,5,0,0,10
2021-06-11,Mauritania,Liberia,1,0,4,1,3,2,4,8,1376,1744,FALSE,-368,5,0,3,2,7,6
2021-03-26,Mauritania,Morocco,0,0,5,0,4,1,7,6,1341,1254,FALSE,187,5,0,3,2,11,3
2020-11-11,Mauritania,Burundi,1,1,5,0,3,2,8,6,1390,1329,FALSE,161,5,0,3,2,12,5
2020-10-09,Mauritania,Sierra Leone,2,1,5,0,2,3,8,5,1357,1314,FALSE,143,1,4,4,1,2,7
2018-11-18,Mauritania,Botswana,2,1,4,1,2,3,6,5,1343,1296,FALSE,147,1,4,3,2,1,7
2018-10-16,Mauritania,Angola,1,0,3,2,3,2,5,7,1330,1309,FALSE,121,4,1,2,3,7,3
2018-09-08,Mauritania,Burkina Faso,2,0,2,3,3,2,3,4,1320,1454,FALSE,-34,4,1,2,3,8,5
2018-03-24,Mauritania,Guinea,2,0,2,3,4,1,3,5,1302,1033,FALSE,369,4,1,5,0,8,12
2022-07-18,Mauritius,Seychelles,2,0,2,3,5,0,4,11,942,1296,FALSE,-254,2,3,4,1,2,9
2022-03-27,Mauritius,São Tomé and Príncipe,3,3,1,4,4,1,2,5,964,1088,FALSE,-24,,,,,,
2022-03-24,Mauritius,São Tomé and Príncipe,0,1,2,3,4,1,3,8,985,902,FALSE,183,,,,,,
2022-03-19,Mauritius,Seychelles,0,0,2,3,5,0,3,9,990,954,FALSE,136,4,1,3,2,6,12
2020-01-20,Mauritius,Seychelles,2,2,2,3,5,0,2,13,1012,1184,FALSE,-172,2,3,4,1,2,20
2018-05-28,Mauritius,Malawi,1,0,4,1,3,2,5,10,1075,658,FALSE,417,3,2,2,3,3,2
2022-11-22,Mexico,Poland,,,4,1,3,2,8,6,1809,1748,TRUE,61,3,2,3,2,4,5
2022-11-09,Mexico,Iraq,4,0,4,1,3,2,7,5,1813,1911,FALSE,-98,5,0,3,2,7,3
2022-09-24,Mexico,Peru,1,0,2,3,3,2,4,5,1810,1735,FALSE,75,3,2,2,3,4,2
2022-06-11,Mexico,Suriname,3,0,2,3,2,3,4,4,1831,1845,FALSE,86,4,1,5,0,5,9
2022-05-28,Mexico,Nigeria,2,1,3,2,0,5,4,0,1840,1503,FALSE,337,3,2,3,2,6,3
2022-03-30,Mexico,El Salvador,2,0,3,2,1,4,4,1,1843,1445,FALSE,498,3,2,4,1,4,6
