date,year,team,opponent,GF,GA,did_score,fail_to_score,did_receive_goal,not_receive_goal_team,GF_last_5,GA_last_5_team,pre_rating_team,pre_rating_opponent,qatar,result,magic_johnson_team,rating,GA_last_5_opponent,not_receive_goal_opponent,magic_johnson_opponent
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.634743335052317
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.551623547310961
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,0,5,0.567228844342952
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,1,4,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,3,3,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,4,2,0.599396796709257
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,4,2,0.599396796709257
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1250,FALSE,D,0.428536882591619,1204,5,1,0.567228844342952
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.537347317166493
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.571463117408381
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.570052823583988
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.603536318526178
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.634743335052317
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.58549867867181
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.602158093174717
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.633407700071168
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.632070012100074
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.551623547310961
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.553046895169462
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,0,5,0.567228844342952
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,1,4,0.568641391883668
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,3,3,0.600778245890011
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,4,2,0.599396796709257
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,4,2,0.599396796709257
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1273,FALSE,D,0.396463681473822,1206,5,1,0.567228844342952
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.540208228323746
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.555890961116853
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.588289971863163
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.5868950233791
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.537347317166493
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.538778092057172
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.554469374021676
2022-03-08,2022,Lesotho,Eswatini,0,0,0,5,0,5,0,0,1200,1272,FALSE,D,0.397841906825283,1206,0,5,0.553046895169462
